Host_Arrival_NS,Gateway_Ingress_NS,Latency_US
1764346321938779405,1764346321936687589,2091.82
1764346321940784673,1764346321938621073,2163.6
1764346321942995723,1764346321940590303,2405.42
1764346321945145885,1764346321943006471,2139.41
1764346321947306096,1764346321946682716,623.38
1764346321949382778,1764346321946944430,2438.35
1764346321951619520,1764346321949107882,2511.64
1764346321953707396,1764346321951471808,2235.59
1764346321955795908,1764346321953416790,2379.12
1764346321957933781,1764346321956688341,1245.44
1764346321960001109,1764346321957682704,2318.41
1764346321962137894,1764346321959673931,2463.96
1764346321964228889,1764346321962049604,2179.28
1764346321966424498,1764346321963988088,2436.41
1764346321968561697,1764346321966682468,1879.23
1764346321970624322,1764346321968174013,2450.31
1764346321972719406,1764346321970516941,2202.47
1764346321974881804,1764346321972472672,2409.13
1764346321976991664,1764346321974894339,2097.32
1764346321979225457,1764346321976686343,2539.11
1764346321981291284,1764346321979109260,2182.02
1764346321983459673,1764346321981082239,2377.43
1764346321985589623,1764346321983060217,2529.41
1764346321987712122,1764346321986677470,1034.65
1764346321989786406,1764346321987404870,2381.54
1764346321991987743,1764346321989567323,2420.42
1764346321994051777,1764346321991940247,2111.53
1764346321996191998,1764346321993886230,2305.77
1764346321998393015,1764346321996677596,1715.42
1764346322000444321,1764346321998149894,2294.43
1764346322002665081,1764346322000123623,2541.46
1764346322004743012,1764346322002527542,2215.47
1764346322006959979,1764346322004473775,2486.2
1764346322009035375,1764346322006688471,2346.9
1764346322011252109,1764346322008637203,2614.91
1764346322013300260,1764346322011008627,2291.63
1764346322015401645,1764346322012970857,2430.79
1764346322017542192,1764346322016674099,868.093
1764346322019688938,1764346322017217024,2471.91
1764346322021839996,1764346322019577700,2262.3
1764346322024131620,1764346322021535931,2595.69
1764346322026259505,1764346322023954098,2305.41
1764346322028475465,1764346322026673725,1801.74
1764346322030507170,1764346322028124025,2383.14
1764346322032619253,1764346322030113752,2505.5
1764346322034656752,1764346322032513672,2143.08
1764346322036693401,1764346322034469154,2224.25
1764346322038949670,1764346322036674601,2275.07
1764346322041081030,1764346322038618083,2462.95
1764346322043216998,1764346322040643305,2573.69
1764346322045404918,1764346322042987983,2416.93
1764346322047498209,1764346322046887197,611.012
1764346322049676919,1764346322047166159,2510.76
1764346322051685446,1764346322049317863,2367.58
1764346322053932968,1764346322051301841,2631.13
1764346322056086919,1764346322053681264,2405.66
1764346322058184331,1764346322056839080,1345.25
1764346322060279715,1764346322057832443,2447.27
1764346322062455718,1764346322060248861,2206.86
1764346322064523793,1764346322062198343,2325.45
1764346322066697865,1764346322064120829,2577.04
1764346322068864433,1764346322066784213,2080.22
1764346322070921756,1764346322068729446,2192.31
1764346322073134802,1764346322070682678,2452.12
1764346322075296980,1764346322072656407,2640.57
1764346322077337507,1764346322076721348,616.159
1764346322079452073,1764346322076981562,2470.51
1764346322081595938,1764346322079166262,2429.68
1764346322083631181,1764346322081559183,2072
1764346322085743512,1764346322083508165,2235.35
1764346322088100893,1764346322086657733,1443.16
1764346322090254490,1764346322087657345,2597.14
1764346322092353040,1764346322090055516,2297.52
1764346322094523368,1764346322091969253,2554.11
1764346322096648509,1764346322093974727,2673.78
1764346322098647359,1764346322097061553,1585.81
1764346322100808853,1764346322098505105,2303.75
1764346322102919856,1764346322100480083,2439.77
1764346322105051255,1764346322102470310,2580.95
1764346322107220747,1764346322104819987,2400.76
1764346322109472403,1764346322106727225,2745.18
1764346322111521808,1764346322109093900,2427.91
1764346322113572434,1764346322111039633,2532.8
1764346322115751922,1764346322113446052,2305.87
1764346322117918478,1764346322116653861,1264.62
1764346322120024896,1764346322117405508,2619.39
1764346322122121278,1764346322119621203,2500.07
1764346322124262678,1764346322122034122,2228.56
1764346322126388078,1764346322123957358,2430.72
1764346322128623120,1764346322126654737,1968.38
1764346322130744607,1764346322128165029,2579.58
1764346322132706348,1764346322130560700,2145.65
1764346322134940436,1764346322132503433,2437
1764346322137075538,1764346322134431918,2643.62
1764346322139250988,1764346322136673610,2577.38
1764346322141294148,1764346322139056533,2237.61
1764346322143502702,1764346322141004765,2497.94
1764346322145596535,1764346322143013489,2583.05
1764346322147732149,1764346322147044435,687.714
1764346322149878512,1764346322147310149,2568.36
1764346322151880805,1764346322149478851,2401.95
1764346322154020933,1764346322151848525,2172.41
1764346322156106460,1764346322153795008,2311.45
1764346322158282613,1764346322156649116,1633.5
1764346322160329039,1764346322158089418,2239.62
1764346322162677547,1764346322160041899,2635.65
1764346322164753566,1764346322162463817,2289.75
1764346322166899985,1764346322164409049,2490.94
1764346322169042983,1764346322166649742,2393.24
1764346322171155482,1764346322168602223,2553.26
1764346322173092128,1764346322171009642,2082.49
1764346322175424887,1764346322172953875,2471.01
1764346322177575712,1764346322176644118,931.594
1764346322179733158,1764346322177171796,2561.36
1764346322181717469,1764346322179564467,2153
1764346322183845774,1764346322181514199,2331.57
1764346322185946638,1764346322183481179,2465.46
1764346322188223514,1764346322186642744,1580.77
1764346322190344535,1764346322187689101,2655.43
1764346322192459882,1764346322190051276,2408.61
1764346322194485949,1764346322192002008,2483.94
1764346322196551910,1764346322194385681,2166.23
1764346322198743164,1764346322197054814,1688.35
1764346322200802787,1764346322198511114,2291.67
1764346322202979187,1764346322200483093,2496.09
1764346322205225424,1764346322202887012,2338.41
1764346322207376522,1764346322206647496,729.026
1764346322209523203,1764346322206915209,2607.99
1764346322211582901,1764346322209088410,2494.49
1764346322213700061,1764346322211076387,2623.67
1764346322215725224,1764346322213451061,2274.16
1764346322217966105,1764346322216648622,1317.48
1764346322220057093,1764346322217651984,2405.11
1764346322222165112,1764346322220010160,2154.95
1764346322224270510,1764346322221964891,2305.62
1764346322226457239,1764346322223905874,2551.36
1764346322228614373,1764346322226634249,1980.12
1764346322230725768,1764346322228185036,2540.73
1764346322232904791,1764346322230534964,2369.83
1764346322235014767,1764346322232469948,2544.82
1764346322237216636,1764346322236640625,576.011
1764346322239383861,1764346322236894340,2489.52
1764346322241392322,1764346322239034046,2358.28
1764346322243540004,1764346322240998026,2541.98
1764346322245646697,1764346322243401696,2245
1764346322247798927,1764346322247001701,797.226
1764346322249920563,1764346322247537627,2382.94
1764346322251962987,1764346322249896803,2066.18
1764346322254096811,1764346322251847535,2249.28
1764346322256349757,1764346322253772271,2577.49
1764346322258481869,1764346322256629878,1851.99
1764346322260628998,1764346322258105675,2523.32
1764346322262714847,1764346322260482099,2232.75
1764346322264895790,1764346322262453578,2442.21
1764346322266932380,1764346322264440805,2491.57
1764346322269102802,1764346322266644252,2458.55
1764346322271187369,1764346322269051671,2135.7
1764346322273530590,1764346322271004403,2526.19
1764346322275486876,1764346322272953385,2533.49
1764346322277643301,1764346322276626630,1016.67
1764346322279755571,1764346322277385526,2370.05
1764346322281968790,1764346322279513734,2455.06
1764346322284121325,1764346322281475464,2645.86
1764346322286224248,1764346322283871135,2353.11
1764346322288313755,1764346322286625007,1688.75
1764346322290385030,1764346322288078557,2306.47
1764346322292548685,1764346322290038288,2510.4
1764346322294602981,1764346322292440957,2162.02
1764346322296774809,1764346322294358194,2416.61
1764346322299107971,1764346322297014829,2093.14
1764346322301242953,1764346322298537870,2705.08
1764346322303348787,1764346322300883297,2465.49
1764346322305414418,1764346322302845278,2569.14
1764346322307658423,1764346322306934966,723.457
1764346322309813823,1764346322307226176,2587.65
1764346322311870157,1764346322309344885,2525.27
1764346322313993980,1764346322311324863,2669.12
1764346322315995100,1764346322313725533,2269.57
1764346322318167887,1764346322316880599,1287.29
1764346322320359640,1764346322317881212,2478.43
1764346322322610799,1764346322319859190,2751.61
1764346322324719088,1764346322322264110,2454.98
1764346322326810155,1764346322324245837,2564.32
1764346322328900028,1764346322326854729,2045.3
1764346322331083206,1764346322328771965,2311.24
1764346322333214682,1764346322330718698,2495.98
1764346322335376376,1764346322332669180,2707.2
1764346322337500306,1764346322336833858,666.448
1764346322339576259,1764346322337093322,2482.94
1764346322341604910,1764346322339266773,2338.14
1764346322343747750,1764346322341207757,2539.99
1764346322345876856,1764346322343587423,2289.43
1764346322348015085,1764346322346816184,1198.9
1764346322350249903,1764346322347589567,2660.34
1764346322352370943,1764346322349727993,2642.95
1764346322354511353,1764346322352167874,2343.48
1764346322356649287,1764346322354110330,2538.96
1764346322358731027,1764346322356815671,1915.36
1764346322360888273,1764346322358276700,2611.57
1764346322363011490,1764346322360707832,2303.66
1764346322365155261,1764346322362638040,2517.22
1764346322367158068,1764346322365024679,2133.39
1764346322369462425,1764346322366850903,2611.52
1764346322371522834,1764346322369254539,2268.3
1764346322373662368,1764346322371202494,2459.87
1764346322375717219,1764346322373176946,2540.27
1764346322377934813,1764346322376822894,1111.92
1764346322380004064,1764346322377578530,2425.53
1764346322382184569,1764346322379733454,2451.11
1764346322384213967,1764346322381688408,2525.56
1764346322386425184,1764346322384100793,2324.39
1764346322388647540,1764346322386811383,1836.16
1764346322390714860,1764346322388261913,2452.95
1764346322392892210,1764346322390247363,2644.85
1764346322394966201,1764346322392630502,2335.7
1764346322397111037,1764346322394597705,2513.33
1764346322399313352,1764346322396814369,2498.98
1764346322401232384,1764346322398765574,2466.81
1764346322403467632,1764346322401213454,2254.18
1764346322405656194,1764346322403158909,2497.28
1764346322407801007,1764346322406808107,992.9
1764346322409886395,1764346322407310281,2576.11
1764346322411850033,1764346322409668924,2181.11
1764346322414072563,1764346322411645875,2426.69
1764346322416191215,1764346322413628325,2562.89
1764346322418321286,1764346322416825091,1496.19
1764346322420407153,1764346322418264624,2142.53
1764346322422578986,1764346322420239325,2339.66
1764346322424751313,1764346322422188530,2562.78
1764346322426885712,1764346322424552422,2333.29
1764346322429046575,1764346322426803082,2243.49
1764346322431124177,1764346322428743038,2381.14
1764346322433275009,1764346322430709491,2565.52
1764346322435331027,1764346322433106128,2224.9
1764346322437522941,1764346322436803319,719.622
1764346322439589230,1764346322437069278,2519.95
1764346322441797694,1764346322439277194,2520.5
1764346322443891756,1764346322441679831,2211.93
1764346322445976966,1764346322443632535,2344.43
1764346322448207056,1764346322446751313,1455.74
1764346322450321214,1764346322447743413,2577.8
1764346322452297719,1764346322450154549,2143.17
1764346322454562672,1764346322452147247,2415.43
1764346322456695787,1764346322454101951,2593.84
1764346322458914093,1764346322456797294,2116.8
1764346322460979754,1764346322458740499,2239.26
1764346322463137656,1764346322460681206,2456.45
1764346322465260111,1764346322462645409,2614.7
1764346322467231096,1764346322465071292,2159.8
1764346322469605184,1764346322466874019,2731.16
1764346322471644637,1764346322469214415,2430.22
1764346322473692138,1764346322471164870,2527.27
1764346322475871797,1764346322473559257,2312.54
1764346322477950683,1764346322476791268,1159.41
1764346322480048196,1764346322477539655,2508.54
1764346322482177488,1764346322479723825,2453.66
1764346322484354549,1764346322482169705,2184.84
1764346322486561207,1764346322484107411,2453.8
1764346322488723006,1764346322486796505,1926.5
1764346322490740923,1764346322488277280,2463.64
1764346322492769720,1764346322490665169,2104.55
1764346322494921176,1764346322492594377,2326.8
1764346322497156884,1764346322494567579,2589.3
1764346322499275950,1764346322496765996,2509.95
1764346322501300662,1764346322499163383,2137.28
1764346322503458537,1764346322501109339,2349.2
1764346322505571257,1764346322503107037,2464.22
1764346322507721235,1764346322506787230,934.005
1764346322509868942,1764346322507355394,2513.55
1764346322511986914,1764346322509667544,2319.37
1764346322514265781,1764346322511614999,2650.78
1764346322516354982,1764346322514048381,2306.6
1764346322518600154,1764346322516783467,1816.69
1764346322520629345,1764346322518252745,2376.6
1764346322522703363,1764346322520208699,2494.66
1764346322524792162,1764346322522610836,2181.33
1764346322526987203,1764346322524566540,2420.66
1764346322529113882,1764346322526790203,2323.68
1764346322531313884,1764346322528737909,2575.97
1764346322533419445,1764346322531096302,2323.14
1764346322535482549,1764346322533077002,2405.55
1764346322537631003,1764346322536779192,851.811
1764346322539769767,1764346322537300863,2468.9
1764346322541846992,1764346322539689752,2157.24
1764346322544016517,1764346322541636457,2380.06
1764346322546226666,1764346322543579163,2647.5
1764346322548279635,1764346322546654698,1624.94
1764346322550370089,1764346322548137973,2232.12
1764346322552638732,1764346322550077680,2561.05
1764346322554645438,1764346322552470818,2174.62
1764346322556848534,1764346322554423022,2425.51
1764346322559116125,1764346322556787915,2328.21
1764346322561164795,1764346322558716123,2448.67
1764346322563158145,1764346322560663328,2494.82
1764346322565253902,1764346322563098960,2154.94
1764346322567536438,1764346322566774904,761.534
1764346322569636879,1764346322567038364,2598.51
1764346322571729773,1764346322569232782,2496.99
1764346322573882352,1764346322571592425,2289.93
1764346322576056806,1764346322573566126,2490.68
1764346322578266366,1764346322576771141,1495.22
1764346322580159582,1764346322577792487,2367.09
1764346322582321454,1764346322580206871,2114.58
1764346322584498499,1764346322582151327,2347.17
1764346322586690511,1764346322584102532,2587.98
1764346322588835478,1764346322586771128,2064.35
1764346322590920775,1764346322588708335,2212.44
1764346322593017596,1764346322590655540,2362.06
1764346322595193490,1764346322592611994,2581.5
1764346322597323295,1764346322596711124,612.171
1764346322599447994,1764346322596977834,2470.16
1764346322601445280,1764346322599155004,2290.28
1764346322603638664,1764346322601124206,2514.46
1764346322605812850,1764346322603524093,2288.76
1764346322608021130,1764346322606765853,1255.28
1764346322610149471,1764346322607511740,2637.73
1764346322612209519,1764346322609718156,2491.36
1764346322614398014,1764346322612073550,2324.46
1764346322616517534,1764346322614041502,2476.03
1764346322618580910,1764346322616768589,1812.32
1764346322620778246,1764346322618260364,2517.88
1764346322622798433,1764346322620651752,2146.68
1764346322624912967,1764346322622600207,2312.76
1764346322627134294,1764346322624564660,2569.63
1764346322629387188,1764346322626800821,2586.37
1764346322631355515,1764346322629229454,2126.06
1764346322633453829,1764346322631155913,2297.92
1764346322635611366,1764346322633083871,2527.49
1764346322637776791,1764346322636762564,1014.23
1764346322639874543,1764346322637516700,2357.84
1764346322641997080,1764346322639679873,2317.21
1764346322644159185,1764346322641631578,2527.61
1764346322646250322,1764346322644062210,2188.11
1764346322648540658,1764346322646675564,1865.09
1764346322650545817,1764346322648168089,2377.73
1764346322652611002,1764346322650498986,2112.02
1764346322654736696,1764346322652441692,2295
1764346322656888353,1764346322654415143,2473.21
1764346322659021636,1764346322656772287,2249.35
1764346322661130703,1764346322658735740,2394.96
1764346322663281685,1764346322661150124,2131.56
1764346322665387255,1764346322663090581,2296.67
1764346322667587069,1764346322666755526,831.543
1764346322669751599,1764346322667264699,2486.9
1764346322671847906,1764346322669662336,2185.57
1764346322673971560,1764346322671599543,2372.02
1764346322676085031,1764346322673571995,2513.04
1764346322678254450,1764346322676658778,1595.67
1764346322680314926,1764346322678145553,2169.37
1764346322682419413,1764346322680078010,2341.4
1764346322684534699,1764346322682039964,2494.74
1764346322686693134,1764346322684403856,2289.28
1764346322688942267,1764346322686586276,2355.99
1764346322690940111,1764346322688549479,2390.63
1764346322693057378,1764346322690940117,2117.26
1764346322695218437,1764346322692894071,2324.37
1764346322697472448,1764346322696543519,928.929
1764346322699498958,1764346322697042694,2456.26
1764346322701557420,1764346322699471076,2086.34
1764346322703712391,1764346322701389536,2322.86
1764346322705880274,1764346322703348490,2531.78
1764346322708063347,1764346322706541506,1521.84
1764346322710251115,1764346322707996536,2254.58
1764346322712309672,1764346322709978986,2330.69
1764346322714527216,1764346322711917693,2609.52
1764346322716668482,1764346322714333078,2335.4
1764346322718804427,1764346322716543493,2260.93
1764346322720943959,1764346322718496448,2447.51
1764346322722909180,1764346322720466899,2442.28
1764346322725006565,1764346322722846040,2160.53
1764346322727180301,1764346322726540980,639.321
1764346322729401352,1764346322726804191,2597.16
1764346322731522669,1764346322729000108,2522.56
1764346322733582542,1764346322731392996,2189.55
1764346322735801018,1764346322733345201,2455.82
1764346322737916372,1764346322736535968,1380.4
1764346322740011029,1764346322737522569,2488.46
1764346322742155660,1764346322739937953,2217.71
1764346322744279694,1764346322741871161,2408.53
1764346322746522743,1764346322743832614,2690.13
1764346322748680351,1764346322746534705,2145.65
1764346322750742295,1764346322748473162,2269.13
1764346322752827338,1764346322750406620,2420.72
1764346322755049452,1764346322752394819,2654.63
1764346322757230289,1764346322756535442,694.847
1764346322759373297,1764346322756801902,2571.39
1764346322761458431,1764346322758955576,2502.86
1764346322763521031,1764346322760906031,2615
1764346322765554821,1764346322763315916,2238.91
1764346322767785695,1764346322766531180,1254.52
1764346322769929140,1764346322767284566,2644.57
1764346322771968244,1764346322769463736,2504.51
1764346322774037196,1764346322771862373,2174.82
1764346322776266254,1764346322773828076,2438.18
1764346322778400205,1764346322776531667,1868.54
1764346322780511457,1764346322778009443,2502.01
1764346322782589837,1764346322780416829,2173.01
1764346322784814272,1764346322782361285,2452.99
1764346322786945925,1764346322784323488,2622.44
1764346322789104902,1764346322786565399,2539.5
1764346322791117126,1764346322788941539,2175.59
1764346322793385983,1764346322790889494,2496.49
1764346322795539527,1764346322792846198,2693.33
1764346322797678446,1764346322796524642,1153.8
1764346322799736142,1764346322797269529,2466.61
1764346322801867132,1764346322799434951,2432.18
1764346322804069610,1764346322801391905,2677.7
1764346322806000926,1764346322803770795,2230.13
1764346322808182213,1764346322806524879,1657.33
1764346322810510454,1764346322807977909,2532.55
1764346322812634828,1764346322809892619,2742.21
1764346322814673618,1764346322812304504,2369.11
1764346322816643909,1764346322814279705,2364.2
1764346322818873087,1764346322816528115,2344.97
1764346322820957171,1764346322818485069,2472.1
1764346322823029313,1764346322820892955,2136.36
1764346322825221608,1764346322822841910,2379.7
1764346322827320658,1764346322826520103,800.555
1764346322829490531,1764346322827032526,2458.01
1764346322831710012,1764346322829417915,2292.1
1764346322833804051,1764346322831345123,2458.93
1764346322836011175,1764346322833316575,2694.6
1764346322838063225,1764346322836767553,1295.67
1764346322840139959,1764346322837575431,2564.53
1764346322842410329,1764346322839708858,2701.47
1764346322844389193,1764346322842107495,2281.7
1764346322846534649,1764346322844061449,2473.2
1764346322848719242,1764346322846684802,2034.44
1764346322850794179,1764346322848227569,2566.61
1764346322852983938,1764346322850575214,2408.72
1764346322855021131,1764346322852562913,2458.22
1764346322857188474,1764346322854958800,2229.67
1764346322859472731,1764346322856764027,2708.7
1764346322861411221,1764346322859063179,2348.04
1764346322863592158,1764346322861021633,2570.53
1764346322865754684,1764346322863455015,2299.67
1764346322867912030,1764346322866574793,1337.24
1764346322869970090,1764346322867568643,2401.45
1764346322872215987,1764346322869539844,2676.14
1764346322874149509,1764346322871913235,2236.27
1764346322876321031,1764346322873891936,2429.09
1764346322878638376,1764346322876530287,2108.09
1764346322880561789,1764346322878054306,2507.48
1764346322882666857,1764346322880422698,2244.16
1764346322884818539,1764346322882390150,2428.39
1764346322886991799,1764346322884757292,2234.51
1764346322889184985,1764346322886588015,2596.97
1764346322891230507,1764346322888937909,2292.6
1764346322893351263,1764346322890846371,2504.89
1764346322895475048,1764346322893265754,2209.29
1764346322897618810,1764346322896498515,1120.3
1764346322899834844,1764346322897231155,2603.69
1764346322901934712,1764346322899455818,2478.89
1764346322904001110,1764346322901865203,2135.91
1764346322906190780,1764346322903794661,2396.12
1764346322908369860,1764346322906508001,1861.86
1764346322910599014,1764346322907976529,2622.49
1764346322912713443,1764346322910348670,2364.77
1764346322914780267,1764346322912304874,2475.39
1764346322916851377,1764346322914294823,2556.55
1764346322919024352,1764346322916527485,2496.87
1764346322921206206,1764346322918951118,2255.09
1764346322923211762,1764346322920888075,2323.69
1764346322925517859,1764346322922831531,2686.33
1764346322927681213,1764346322926505975,1175.24
1764346322929678661,1764346322927067890,2610.77
1764346322931769614,1764346322929395538,2374.08
1764346322933862655,1764346322931327746,2534.91
1764346322936014957,1764346322933754128,2260.83
1764346322938276880,1764346322936503962,1772.92
1764346322940291487,1764346322937957742,2333.74
1764346322942644732,1764346322939910947,2733.78
1764346322944610497,1764346322942317833,2292.66
1764346322946690207,1764346322944239042,2451.16
1764346322948885543,1764346322946501200,2384.34
1764346322950916403,1764346322948456654,2459.75
1764346322953034727,1764346322950855541,2179.19
1764346322955325016,1764346322952813995,2511.02
1764346322957529283,1764346322956493688,1035.6
1764346322959607869,1764346322956998612,2609.26
1764346322961752437,1764346322959408497,2343.94
1764346322963808631,1764346322961361951,2446.68
1764346322965866259,1764346322963320655,2545.6
1764346322968013533,1764346322966491425,1522.11
1764346322970112330,1764346322967971451,2140.88
1764346322972200835,1764346322969909908,2290.93
1764346322974383263,1764346322971856363,2526.9
1764346322976514808,1764346322974282746,2232.06
1764346322978718300,1764346322976518158,2200.14
1764346322980811602,1764346322978447616,2363.99
1764346322982954190,1764346322980410569,2543.62
1764346322985122681,1764346322982826954,2295.73
1764346322987196699,1764346322986486650,710.049
1764346322989290823,1764346322986767857,2522.97
1764346322991474644,1764346322988958276,2516.37
1764346322993582845,1764346322991357913,2224.93
1764346322995673918,1764346322993287871,2386.05
1764346322997829681,1764346322996486637,1343.04
1764346323000034817,1764346322997496734,2538.08
1764346323002162123,1764346322999893871,2268.25
1764346323004158478,1764346323001840077,2318.4
1764346323006524313,1764346323003785283,2739.03
1764346323008677627,1764346323006483374,2194.25
1764346323010746281,1764346323008033390,2712.89
1764346323012778508,1764346323010369286,2409.22
1764346323014947830,1764346323012301494,2646.34
1764346323017066029,1764346323014708380,2357.65
1764346323019336647,1764346323016571848,2764.8
1764346323021325109,1764346323018916743,2408.37
1764346323023542902,1764346323020890195,2652.71
1764346323025492994,1764346323023307579,2185.41
1764346323027650543,1764346323026905034,745.509
1764346323029774217,1764346323027209738,2564.48
1764346323031853259,1764346323029343665,2509.59
1764346323034009615,1764346323031747052,2262.56
1764346323036321597,1764346323033711755,2609.84
1764346323038468698,1764346323036479086,1989.61
1764346323040478271,1764346323037967861,2510.41
1764346323042696419,1764346323040349500,2346.92
1764346323044793595,1764346323042302705,2490.89
1764346323046852053,1764346323044278656,2573.4
1764346323049093067,1764346323046510318,2582.75
1764346323051154121,1764346323048899707,2254.41
1764346323053279822,1764346323050813417,2466.41
1764346323055331386,1764346323052788868,2542.52
1764346323057584394,1764346323056478310,1106.08
1764346323059665029,1764346323057235445,2429.58
1764346323061749228,1764346323059390619,2358.61
1764346323063927220,1764346323061334075,2593.14
1764346323066067867,1764346323063765457,2302.41
1764346323068240436,1764346323066473798,1766.64
1764346323070208050,1764346323067931577,2276.47
1764346323072357178,1764346323069901779,2455.4
1764346323074479683,1764346323072251173,2228.51
1764346323076674194,1764346323074245872,2428.32
1764346323078888241,1764346323076874474,2013.77
1764346323080939478,1764346323078365748,2573.73
1764346323083108437,1764346323080766885,2341.55
1764346323085257487,1764346323082723589,2533.9
1764346323087409696,1764346323086475021,934.675
1764346323089496035,1764346323086983944,2512.09
1764346323091573257,1764346323089403078,2170.18
1764346323093772946,1764346323091304291,2468.66
1764346323095900500,1764346323093273243,2627.26
1764346323098045004,1764346323096468259,1576.74
1764346323100105665,1764346323097942286,2163.38
1764346323102168886,1764346323099873744,2295.14
1764346323104458994,1764346323101819450,2639.54
1764346323106377832,1764346323104261080,2116.75
1764346323108632963,1764346323106468746,2164.22
1764346323110754757,1764346323108433949,2320.81
1764346323112900194,1764346323110392902,2507.29
1764346323114989674,1764346323112778042,2211.63
1764346323117076721,1764346323116462984,613.737
1764346323119362761,1764346323116724444,2638.32
1764346323121383343,1764346323118949858,2433.49
1764346323123486824,1764346323120920310,2566.51
1764346323125678482,1764346323123291701,2386.78
1764346323127801006,1764346323126910653,890.353
1764346323129899923,1764346323127425325,2474.6
1764346323132022921,1764346323129806965,2215.96
1764346323134094176,1764346323131753171,2341.01
1764346323136416517,1764346323133703126,2713.39
1764346323138564595,1764346323136463958,2100.64
1764346323140733837,1764346323137978729,2755.11
1764346323142777025,1764346323140352619,2424.41
1764346323144736162,1764346323142305574,2430.59
1764346323147015447,1764346323144705461,2309.99
1764346323149219079,1764346323146495940,2723.14
1764346323151289539,1764346323148896327,2393.21
1764346323153302862,1764346323150873528,2429.33
1764346323155647673,1764346323153236170,2411.5
1764346323157739566,1764346323156458183,1281.38
1764346323159777509,1764346323157223317,2554.19
1764346323161899170,1764346323159373492,2525.68
1764346323164018600,1764346323161786127,2232.47
1764346323166010889,1764346323163722584,2288.3
1764346323168228382,1764346323166447421,1780.96
1764346323170502483,1764346323167930197,2572.29
1764346323172693971,1764346323169920396,2773.57
1764346323174598609,1764346323172304285,2294.32
1764346323176865142,1764346323174283486,2581.66
1764346323178964390,1764346323176660876,2303.51
1764346323181001304,1764346323178608331,2392.97
1764346323183096582,1764346323180977973,2118.61
1764346323185375707,1764346323182901932,2473.78
1764346323187611519,1764346323186555629,1055.89
1764346323189568695,1764346323187067801,2500.89
1764346323191649737,1764346323189480936,2168.8
1764346323193846542,1764346323191419643,2426.9
1764346323195903175,1764346323193354100,2549.07
1764346323198096653,1764346323196445882,1650.77
1764346323200274110,1764346323197907161,2366.95
1764346323202554844,1764346323199866115,2688.73
1764346323204634602,1764346323202277000,2357.6
1764346323206743013,1764346323204232454,2510.56
1764346323208787974,1764346323206444370,2343.6
1764346323210868730,1764346323208403823,2464.91
1764346323212954322,1764346323210820457,2133.86
1764346323215131352,1764346323212729669,2401.68
1764346323217213918,1764346323216457105,756.813
1764346323219465417,1764346323216968777,2496.64
1764346323221540709,1764346323219330920,2209.79
1764346323223647451,1764346323221284374,2363.08
1764346323225770580,1764346323223249577,2521
1764346323227906343,1764346323226831035,1075.31
1764346323230094801,1764346323227585171,2509.63
1764346323232138500,1764346323229765341,2373.16
1764346323234247031,1764346323232116735,2130.3
1764346323236565699,1764346323234118182,2447.52
1764346323238823842,1764346323236439581,2384.26
1764346323240745926,1764346323238384787,2361.14
1764346323242896605,1764346323240338991,2557.61
1764346323245008134,1764346323242752876,2255.26
1764346323247154179,1764346323244694832,2459.35
1764346323249363839,1764346323246864504,2499.34
1764346323251423663,1764346323248824957,2598.71
1764346323253613343,1764346323251232843,2380.5
1764346323255739869,1764346323253201545,2538.32
1764346323257762868,1764346323256816248,946.62
1764346323259925002,1764346323257330670,2594.33
1764346323261994529,1764346323259737056,2257.47
1764346323264172001,1764346323261685761,2486.24
1764346323266299347,1764346323263655963,2643.38
1764346323268475350,1764346323266786990,1688.36
1764346323270578968,1764346323268242769,2336.2
1764346323272568182,1764346323270228219,2339.96
1764346323274711436,1764346323272186923,2524.51
1764346323276857835,1764346323274578811,2279.02
1764346323279035349,1764346323276736234,2299.11
1764346323281239990,1764346323278709186,2530.8
1764346323283401549,1764346323280708883,2692.67
1764346323285511866,1764346323283085774,2426.09
1764346323287752032,1764346323286708475,1043.56
1764346323289703804,1764346323287239395,2464.41
1764346323291832945,1764346323289585540,2247.41
1764346323293922993,1764346323291516248,2406.74
1764346323296110844,1764346323293484700,2626.14
1764346323298310935,1764346323296634224,1676.71
1764346323300332812,1764346323298108001,2224.81
1764346323302515738,1764346323300051457,2464.28
1764346323304624913,1764346323302017909,2607
1764346323306793541,1764346323304362304,2431.24
1764346323308902068,1764346323306631461,2270.61
1764346323311011685,1764346323308553920,2457.76
1764346323313246681,1764346323310553868,2692.81
1764346323315340003,1764346323312913510,2426.49
1764346323317415421,1764346323316627699,787.722
1764346323319688892,1764346323316929903,2758.99
1764346323321611681,1764346323319063080,2548.6
1764346323323881064,1764346323321490213,2390.85
1764346323325999314,1764346323323430669,2568.64
1764346323328059404,1764346323326627685,1431.72
1764346323330156339,1764346323327629284,2527.05
1764346323332209589,1764346323330039919,2169.67
1764346323334456765,1764346323331985875,2470.89
1764346323336710582,1764346323333981573,2729.01
1764346323338831298,1764346323336623923,2207.38
1764346323340781564,1764346323338567379,2214.18
1764346323342995422,1764346323340539581,2455.84
1764346323345098050,1764346323342516781,2581.27
1764346323347278357,1764346323346622679,655.678
1764346323349515238,1764346323346884641,2630.6
1764346323351463968,1764346323349054575,2409.39
1764346323353591886,1764346323351026538,2565.35
1764346323355820514,1764346323353408192,2412.32
1764346323357953027,1764346323356620724,1332.3
