Host_Arrival_NS,Gateway_Ingress_NS,Latency_US
1764346312191590625,1764346312188899916,2690.71
1764346312193741542,1764346312191081112,2660.43
1764346312195788987,1764346312193489776,2299.21
1764346312197949690,1764346312195450753,2498.94
1764346312200116061,1764346312198632810,1483.25
1764346312202209061,1764346312199624921,2584.14
1764346312204244031,1764346312202025837,2218.19
1764346312206456534,1764346312203968316,2488.22
1764346312208619863,1764346312205971537,2648.33
1764346312210814116,1764346312208629917,2184.2
1764346312212882632,1764346312210580645,2301.99
1764346312214920548,1764346312212547621,2372.93
1764346312217084213,1764346312214489850,2594.36
1764346312219220431,1764346312218607276,613.155
1764346312221326075,1764346312218849243,2476.83
1764346312223364460,1764346312221036188,2328.27
1764346312225501812,1764346312223003164,2498.65
1764346312227820109,1764346312225364585,2455.52
1764346312229838411,1764346312228629630,1208.78
1764346312231977482,1764346312229407272,2570.21
1764346312234102717,1764346312231540974,2561.74
1764346312236262857,1764346312233986134,2276.72
1764346312238472711,1764346312235932112,2540.6
1764346312240606203,1764346312238538749,2067.45
1764346312242682906,1764346312240436235,2246.67
1764346312244820304,1764346312242370715,2449.59
1764346312246993291,1764346312244328442,2664.85
1764346312249052058,1764346312248442619,609.439
1764346312251253471,1764346312248732079,2521.39
1764346312253292847,1764346312250870531,2422.32
1764346312255515295,1764346312252855254,2660.04
1764346312257555258,1764346312255212676,2342.58
1764346312259824370,1764346312258396232,1428.14
1764346312261943069,1764346312259396343,2546.73
1764346312263988782,1764346312261774262,2214.52
1764346312266162575,1764346312263723490,2439.09
1764346312268318475,1764346312265696215,2622.26
1764346312270421482,1764346312268394339,2027.14
1764346312272381179,1764346312269892380,2488.8
1764346312274469824,1764346312272270549,2199.28
1764346312276697333,1764346312274194531,2502.8
1764346312278754740,1764346312276609694,2145.05
1764346312280998147,1764346312278404694,2593.45
1764346312283109655,1764346312280794611,2315.04
1764346312285289608,1764346312282773835,2515.77
1764346312287257937,1764346312285166502,2091.43
1764346312289640897,1764346312288391303,1249.59
1764346312291705701,1764346312289148947,2556.75
1764346312293687941,1764346312291332393,2355.55
1764346312295757891,1764346312293306118,2451.77
1764346312297843360,1764346312295640043,2203.32
1764346312300077077,1764346312298390409,1686.67
1764346312302151367,1764346312299845707,2305.66
1764346312304347494,1764346312301816932,2530.56
1764346312306341668,1764346312304196350,2145.32
1764346312308530604,1764346312306200821,2329.78
1764346312310644199,1764346312308390266,2253.93
1764346312312753381,1764346312310371990,2381.39
1764346312314931997,1764346312312784154,2147.84
1764346312317060278,1764346312314685889,2374.39
1764346312319199108,1764346312318386123,812.985
1764346312321304701,1764346312318886054,2418.65
1764346312323546216,1764346312321274721,2271.49
1764346312325764922,1764346312323231448,2533.47
1764346312327855426,1764346312325209922,2645.5
1764346312329979740,1764346312328386980,1592.76
1764346312332034025,1764346312329848276,2185.75
1764346312334171991,1764346312331803754,2368.24
1764346312336257450,1764346312333724986,2532.46
1764346312338477852,1764346312336139149,2338.7
1764346312340671342,1764346312338384587,2286.76
1764346312342762996,1764346312340328316,2434.68
1764346312344894386,1764346312342302790,2591.6
1764346312347092507,1764346312344711705,2380.8
1764346312349026650,1764346312348382693,643.957
1764346312351293822,1764346312348642906,2650.92
1764346312353384168,1764346312350834351,2549.82
1764346312355558031,1764346312353233266,2324.76
1764346312357812606,1764346312355166747,2645.86
1764346312359871882,1764346312358381049,1490.83
1764346312361923025,1764346312359361662,2561.36
1764346312364038247,1764346312361779575,2258.67
1764346312366091832,1764346312363710555,2381.28
1764346312368267128,1764346312365705277,2561.85
1764346312370460158,1764346312368376405,2083.75
1764346312372451404,1764346312370317384,2134.02
1764346312374740268,1764346312372269612,2470.66
1764346312376910204,1764346312374235088,2675.12
1764346312379071362,1764346312378376011,695.351
1764346312381166819,1764346312378652222,2514.6
1764346312383188257,1764346312380794923,2393.33
1764346312385343813,1764346312382748901,2594.91
1764346312387458698,1764346312385181312,2277.39
1764346312389534260,1764346312388373617,1160.64
1764346312391726302,1764346312389124762,2601.54
1764346312393845376,1764346312391319206,2526.17
1764346312395988054,1764346312393730620,2257.43
1764346312398018247,1764346312395678098,2340.15
1764346312400116777,1764346312398369723,1747.05
1764346312402365876,1764346312399848767,2517.11
1764346312404520876,1764346312402215686,2305.19
1764346312406669389,1764346312404186162,2483.23
1764346312408749364,1764346312406170385,2578.98
1764346312410769231,1764346312408402824,2366.41
1764346312413074226,1764346312410788991,2285.24
1764346312415142098,1764346312412738219,2403.88
1764346312417312131,1764346312414681948,2630.18
1764346312419408467,1764346312418369434,1039.03
1764346312421613910,1764346312419119080,2494.83
1764346312423725816,1764346312421267030,2458.79
1764346312425759250,1764346312423239005,2520.24
1764346312427762802,1764346312425638171,2124.63
1764346312430163814,1764346312428362541,1801.27
1764346312432138061,1764346312429825337,2312.72
1764346312434210144,1764346312431793062,2417.08
1764346312436483013,1764346312434182729,2300.28
1764346312438604368,1764346312436134207,2470.16
1764346312440656101,1764346312438369145,2286.96
1764346312442821412,1764346312440303876,2517.54
1764346312444792268,1764346312442666296,2125.97
1764346312446928344,1764346312444648770,2279.57
1764346312449110771,1764346312448360752,750.019
1764346312451243184,1764346312448884179,2359.01
1764346312453475942,1764346312451267347,2208.59
1764346312455702854,1764346312453219575,2483.28
1764346312457632979,1764346312455169053,2463.93
1764346312459938462,1764346312458360108,1578.35
1764346312462015356,1764346312459799657,2215.7
1764346312464200813,1764346312461713140,2487.67
1764346312466331122,1764346312463688615,2642.51
1764346312468307846,1764346312466097029,2210.82
1764346312470665610,1764346312468357714,2307.9
1764346312472695145,1764346312470298693,2396.45
1764346312474764200,1764346312472274168,2490.03
1764346312476911284,1764346312474682582,2228.7
1764346312479151481,1764346312478357320,794.161
1764346312481279170,1764346312478644280,2634.89
1764346312483251430,1764346312480822726,2428.7
1764346312485491158,1764346312483229140,2262.02
1764346312487562521,1764346312485164121,2398.4
1764346312489719049,1764346312488355426,1363.62
1764346312491715822,1764346312489336539,2379.28
1764346312493942781,1764346312491342009,2600.77
1764346312496043564,1764346312493723177,2320.39
1764346312498037910,1764346312495691153,2346.76
1764346312500381197,1764346312498354281,2026.92
1764346312502490595,1764346312499860571,2630.02
1764346312504628134,1764346312502246989,2381.14
1764346312506683286,1764346312504208465,2474.82
1764346312508856023,1764346312506630877,2225.15
1764346312511097806,1764346312508409879,2687.93
1764346312513057652,1764346312510793547,2264.11
1764346312515131606,1764346312512764522,2367.08
1764346312517417538,1764346312515148190,2269.35
1764346312519653577,1764346312518350993,1302.58
1764346312521531537,1764346312519095389,2436.15
1764346312523752810,1764346312521321079,2431.73
1764346312525891799,1764346312523685999,2205.8
1764346312528065031,1764346312525634977,2430.05
1764346312530288407,1764346312528347849,1940.56
1764346312532261051,1764346312529827393,2433.66
1764346312534320678,1764346312531839862,2480.82
1764346312536660611,1764346312534183286,2477.32
1764346312538775681,1764346312536122015,2653.67
1764346312540888413,1764346312538366952,2521.46
1764346312543012438,1764346312540764868,2247.57
1764346312544973170,1764346312542697098,2276.07
1764346312547108717,1764346312544640078,2468.64
1764346312549406751,1764346312548743255,663.496
1764346312551591886,1764346312549007719,2584.17
1764346312553666747,1764346312551196913,2469.83
1764346312555713604,1764346312553151891,2561.71
1764346312557837524,1764346312555564304,2273.22
1764346312560153599,1764346312558354415,1799.18
1764346312562239654,1764346312559789965,2449.69
1764346312564305676,1764346312561722446,2583.23
1764346312566560733,1764346312564094865,2465.87
1764346312568446972,1764346312566112583,2334.39
1764346312570681654,1764346312568344522,2337.13
1764346312572794225,1764346312570294250,2499.97
1764346312574883194,1764346312572729911,2153.28
1764346312576984439,1764346312574656642,2327.8
1764346312579092926,1764346312578342128,750.798
1764346312581353901,1764346312578862056,2491.84
1764346312583424243,1764346312580848779,2575.46
1764346312585570630,1764346312583164956,2405.67
1764346312587687072,1764346312585127432,2559.64
1764346312589853310,1764346312588336985,1516.33
1764346312591895445,1764346312589385088,2510.36
1764346312594024791,1764346312591737510,2287.28
1764346312596181745,1764346312593694488,2487.26
1764346312598307265,1764346312596072656,2234.61
1764346312600546021,1764346312598740034,1805.99
1764346312602482639,1764346312600191332,2291.31
1764346312604698985,1764346312602148309,2550.68
1764346312606753572,1764346312604568721,2184.85
1764346312608953016,1764346312608333696,619.32
1764346312611101083,1764346312608630655,2470.43
1764346312613195390,1764346312610787354,2408.04
1764346312615343120,1764346312612813072,2530.05
1764346312617428325,1764346312615146246,2282.08
1764346312619621066,1764346312618329053,1292.01
1764346312621696609,1764346312619332163,2364.45
1764346312623891965,1764346312621689584,2202.38
1764346312626083958,1764346312623652310,2431.65
1764346312628262140,1764346312625637784,2624.36
1764346312630392960,1764346312628331408,2061.55
1764346312632560224,1764346312629831449,2728.78
1764346312634606928,1764346312632228615,2378.31
1764346312636596648,1764346312634213338,2383.31
1764346312638700685,1764346312636613503,2087.18
1764346312640921619,1764346312638384256,2537.36
1764346312643019623,1764346312640756925,2262.7
1764346312645328735,1764346312642732150,2596.59
1764346312647394477,1764346312645101570,2292.91
1764346312649569622,1764346312648733313,836.309
1764346312651673862,1764346312649013274,2660.59
1764346312653633649,1764346312651191720,2441.93
1764346312655745872,1764346312653609633,2136.24
1764346312657898885,1764346312655568110,2330.78
1764346312660112818,1764346312658319727,1793.09
1764346312662156920,1764346312659791771,2365.15
1764346312664413093,1764346312662179188,2233.91
1764346312666492667,1764346312664082423,2410.24
1764346312668595348,1764346312666074895,2520.45
1764346312670755591,1764346312668351328,2404.26
1764346312672971882,1764346312670326302,2645.58
1764346312675047425,1764346312672691223,2356.2
1764346312677279073,1764346312674649700,2629.37
1764346312679315370,1764346312678335436,979.934
1764346312681376703,1764346312678841115,2535.59
1764346312683486573,1764346312681210285,2276.29
1764346312685625995,1764346312683152764,2473.23
1764346312687735299,1764346312685595923,2139.38
1764346312690009249,1764346312688319044,1690.2
1764346312692033955,1764346312689758593,2275.36
1764346312694318473,1764346312691718320,2600.15
1764346312696428040,1764346312694130483,2297.56
1764346312698575163,1764346312696055715,2519.45
1764346312700782109,1764346312698700346,2081.76
1764346312702791535,1764346312700185139,2606.4
1764346312704900090,1764346312702592303,2307.79
1764346312707064545,1764346312704568028,2496.52
1764346312709274242,1764346312708318505,955.737
1764346312711358905,1764346312708824684,2534.22
1764346312713326678,1764346312711225100,2101.58
1764346312715583226,1764346312713169829,2413.4
1764346312717783119,1764346312715156052,2627.07
1764346312719872753,1764346312718319610,1553.14
1764346312721961547,1764346312719374963,2586.58
1764346312724093422,1764346312721715887,2377.53
1764346312726244329,1764346312723671114,2573.22
1764346312728374469,1764346312726054282,2320.19
1764346312730540019,1764346312728310967,2229.05
1764346312732581844,1764346312730228950,2352.89
1764346312734736718,1764346312732188177,2548.54
1764346312736830489,1764346312734620588,2209.9
1764346312739037969,1764346312738311823,726.146
1764346312741122811,1764346312738587284,2535.53
1764346312743262308,1764346312740772980,2489.33
1764346312745390005,1764346312743140400,2249.61
1764346312747552668,1764346312745084628,2468.04
1764346312749660903,1764346312748707623,953.28
1764346312751780202,1764346312749206304,2573.9
1764346312753911931,1764346312751634965,2276.97
1764346312756034627,1764346312753615939,2418.69
1764346312758201446,1764346312755574666,2626.78
1764346312760347522,1764346312758309035,2038.49
1764346312762452989,1764346312759833822,2619.17
1764346312764575150,1764346312762215490,2359.66
1764346312766628970,1764346312764173467,2455.5
1764346312768701085,1764346312766608377,2092.71
1764346312770957431,1764346312768363383,2594.05
1764346312773046285,1764346312770746550,2299.74
1764346312775197462,1764346312772713776,2483.69
1764346312777291431,1764346312775133439,2157.99
1764346312779469801,1764346312778306496,1163.31
1764346312781536918,1764346312779026896,2510.02
1764346312783809410,1764346312781244587,2564.82
1764346312785714626,1764346312783613506,2101.12
1764346312787930299,1764346312785569733,2360.57
1764346312790114798,1764346312788299103,1815.69
1764346312792184925,1764346312789768148,2416.78
1764346312794305771,1764346312792151316,2154.45
1764346312796444681,1764346312794113042,2331.64
1764346312798605539,1764346312796086017,2519.52
1764346312800797217,1764346312798693404,2103.81
1764346312802816772,1764346312800623384,2193.39
1764346312804998133,1764346312802566364,2431.77
1764346312807129235,1764346312804569334,2559.9
1764346312809261441,1764346312808609771,651.67
1764346312811392628,1764346312808877733,2514.89
1764346312813526040,1764346312811059429,2466.61
1764346312815666090,1764346312813506088,2160
1764346312817707990,1764346312815420321,2287.67
1764346312819895131,1764346312818551635,1343.5
1764346312822042624,1764346312819542496,2500.13
1764346312824133482,1764346312821889169,2244.31
1764346312826192822,1764346312823868643,2324.18
1764346312828428845,1764346312825877863,2550.98
1764346312830631965,1764346312828508746,2123.22
1764346312832668491,1764346312830442227,2226.26
1764346312834817417,1764346312832389955,2427.46
1764346312836877180,1764346312834756125,2121.05
1764346312839073437,1764346312836705853,2367.58
1764346312841185032,1764346312838763066,2421.97
1764346312843323747,1764346312841163982,2159.76
1764346312845462570,1764346312843094712,2367.86
1764346312847599469,1764346312845046190,2553.28
1764346312849746746,1764346312848668935,1077.81
1764346312851841599,1764346312849411082,2430.52
1764346312853916250,1764346312851607275,2308.97
1764346312856119863,1764346312853570002,2549.86
1764346312858203266,1764346312855965168,2238.1
1764346312860427859,1764346312858623547,1804.31
1764346312862501115,1764346312860062097,2439.02
1764346312864599460,1764346312862441265,2158.2
1764346312866766465,1764346312864385994,2380.47
1764346312868926286,1764346312866333222,2593.06
1764346312871044313,1764346312868538165,2506.15
1764346312873072530,1764346312870941080,2131.45
1764346312875181159,1764346312872878560,2302.6
1764346312877353142,1764346312874827538,2525.6
1764346312879543765,1764346312878502275,1041.49
1764346312881756228,1764346312879234673,2521.55
1764346312883711498,1764346312881401371,2310.13
1764346312885895900,1764346312883354349,2541.55
1764346312887963853,1764346312885790509,2173.34
1764346312890320882,1764346312888511130,1809.75
1764346312892398090,1764346312889965427,2432.66
1764346312894561047,1764346312891870911,2690.14
1764346312896557838,1764346312894310071,2247.77
1764346312898585635,1764346312896272048,2313.59
1764346312900871868,1764346312898539731,2332.14
1764346312902907650,1764346312900455964,2451.69
1764346312905026531,1764346312902863879,2162.65
1764346312907325182,1764346312904813857,2511.32
1764346312909498049,1764346312908506342,991.707
1764346312911479630,1764346312908996523,2483.11
1764346312913566337,1764346312911391939,2174.4
1764346312915773470,1764346312913340668,2432.8
1764346312917848584,1764346312915310143,2538.44
1764346312919976156,1764346312918504448,1471.71
1764346312922035045,1764346312919943497,2091.55
1764346312924163370,1764346312921873228,2290.14
1764346312926551912,1764346312923821706,2730.21
1764346312928513940,1764346312926269115,2244.82
1764346312930660775,1764346312928508553,2152.22
1764346312932774559,1764346312930415787,2358.77
1764346312934888119,1764346312932390261,2497.86
1764346312937136782,1764346312934806925,2329.86
1764346312939058429,1764346312938505409,553.02
1764346312941259654,1764346312938752124,2507.53
1764346312943417676,1764346312940888577,2529.1
1764346312945656423,1764346312943332736,2323.69
1764346312947703642,1764346312945287963,2415.68
1764346312949855976,1764346312948410778,1445.2
1764346312952019617,1764346312949398890,2620.73
1764346312954045321,1764346312951795806,2249.51
1764346312956337321,1764346312953767281,2570.04
1764346312958345325,1764346312956146949,2198.38
1764346312960669160,1764346312958503620,2165.54
1764346312962628781,1764346312960403355,2225.43
1764346312964669212,1764346312962323838,2345.37
1764346312966846512,1764346312964300062,2546.45
1764346312968913098,1764346312966697228,2215.87
1764346312971247420,1764346312968558468,2688.95
1764346312973339461,1764346312970914640,2424.82
1764346312975500442,1764346312972886865,2613.58
1764346312977609473,1764346312975300528,2308.95
1764346312979766725,1764346312978502582,1264.14
1764346312981834582,1764346312979200235,2634.35
1764346312983939751,1764346312981397428,2542.32
1764346312986017657,1764346312983819340,2198.32
1764346312988198595,1764346312985769569,2429.03
1764346312990360345,1764346312988497438,1862.91
1764346312992346528,1764346312989961234,2385.29
1764346312994686562,1764346312992356400,2330.16
1764346312996715329,1764346312994313377,2401.95
1764346312998827043,1764346312996245358,2581.68
1764346313000975523,1764346312998422304,2553.22
1764346313002984988,1764346313000800473,2184.51
1764346313005111934,1764346313002769448,2342.49
1764346313007414288,1764346313004757671,2656.62
1764346313009595011,1764346313008489151,1105.86
1764346313011748021,1764346313009016077,2731.94
1764346313013749015,1764346313011380747,2368.27
1764346313015887693,1764346313013351223,2536.47
1764346313017944660,1764346313015744139,2200.52
1764346313020057904,1764346313018487007,1570.9
1764346313022151399,1764346313019911308,2240.09
1764346313024475172,1764346313021890032,2585.14
1764346313026589330,1764346313024315694,2273.64
1764346313028732522,1764346313026258673,2473.85
1764346313030877164,1764346313028472364,2404.8
1764346313032754779,1764346313030429091,2325.69
1764346313034913465,1764346313032415814,2497.65
1764346313036996751,1764346313034778735,2218.02
1764346313039200277,1764346313038486468,713.809
1764346313041632334,1764346313038971650,2660.68
1764346313043465972,1764346313041340570,2125.4
1764346313045811993,1764346313043280549,2531.44
1764346313047837346,1764346313045243776,2593.57
1764346313049877515,1764346313048362091,1515.42
1764346313051956848,1764346313049820138,2136.71
1764346313054070266,1764346313051782364,2287.9
1764346313056373816,1764346313053748590,2625.23
1764346313058566500,1764346313056109261,2457.24
1764346313060798029,1764346313058448934,2349.09
1764346313062845710,1764346313060381915,2463.8
1764346313064934401,1764346313062332143,2602.26
1764346313067028474,1764346313064768803,2259.67
1764346313069133473,1764346313068447290,686.183
1764346313071234813,1764346313068710754,2524.06
1764346313073292832,1764346313070888450,2404.38
1764346313075444682,1764346313073311112,2133.57
1764346313077677887,1764346313075229345,2448.54
1764346313079828000,1764346313078450146,1377.85
1764346313081899088,1764346313079442257,2456.83
1764346313083951037,1764346313081824675,2126.36
1764346313086165154,1764346313083761155,2404
1764346313088330658,1764346313085718382,2612.28
1764346313090566137,1764346313088443252,2122.89
1764346313092657212,1764346313090000785,2656.43
1764346313094793414,1764346313092349957,2443.46
1764346313096904575,1764346313094314684,2589.89
1764346313099019451,1764346313098369368,650.083
1764346313101138285,1764346313098645080,2493.2
1764346313103221483,1764346313100798779,2422.7
1764346313105363519,1764346313102783253,2580.27
1764346313107491443,1764346313105162171,2329.27
1764346313109713110,1764346313108445963,1267.15
1764346313111818221,1764346313109170362,2647.86
1764346313113917310,1764346313111386803,2530.51
1764346313116027240,1764346313113788968,2238.27
1764346313118173392,1764346313115699202,2474.19
1764346313120337302,1764346313118446069,1891.23
1764346313122428009,1764346313119891867,2536.14
1764346313124591557,1764346313122292532,2299.03
1764346313126760717,1764346313124240261,2520.46
1764346313128886418,1764346313126200488,2685.93
1764346313130955810,1764346313128496417,2459.39
1764346313133208602,1764346313130453894,2754.71
1764346313135186176,1764346313132810566,2375.61
1764346313137333251,1764346313134782041,2551.21
1764346313139508083,1764346313138441531,1066.55
1764346313141683032,1764346313138965458,2717.57
1764346313143796566,1764346313141366623,2429.94
1764346313145923333,1764346313143331599,2591.73
1764346313147975486,1764346313145751761,2223.72
1764346313150370851,1764346313148428388,1942.46
1764346313152283214,1764346313149894434,2388.78
1764346313154378096,1764346313151865659,2512.44
1764346313156552715,1764346313153893626,2659.09
1764346313158761024,1764346313156231300,2529.72
1764346313160898690,1764346313158440742,2457.95
1764346313162928244,1764346313160389470,2538.77
1764346313165084679,1764346313162791385,2293.29
1764346313167141031,1764346313164723366,2417.66
1764346313169304102,1764346313168434599,869.503
1764346313171476150,1764346313168955026,2521.12
1764346313173575969,1764346313170941499,2634.47
1764346313175748838,1764346313173315668,2433.17
1764346313177847794,1764346313175299391,2548.4
1764346313180039949,1764346313178430705,1609.24
1764346313182020722,1764346313179450813,2569.91
1764346313184181757,1764346313181817233,2364.52
1764346313186332704,1764346313183780459,2552.24
1764346313188492942,1764346313186190623,2302.32
1764346313190686872,1764346313188367069,2319.8
1764346313192781722,1764346313190311548,2470.17
1764346313194863763,1764346313192287773,2575.99
1764346313196930051,1764346313194696687,2233.36
1764346313199188977,1764346313198314182,874.795
1764346313201269041,1764346313198611891,2657.15
1764346313203265295,1764346313200746093,2519.2
1764346313205505310,1764346313203156507,2348.8
1764346313207716504,1764346313205149229,2567.28
1764346313209807793,1764346313208248547,1559.25
1764346313211992995,1764346313209297901,2695.09
1764346313214022120,1764346313211653572,2368.55
1764346313216229062,1764346313213632546,2596.52
1764346313218320023,1764346313215994467,2325.56
1764346313220496573,1764346313218235905,2260.67
1764346313222360364,1764346313220176884,2183.48
1764346313224748574,1764346313222136861,2611.71
1764346313226784019,1764346313224565022,2219
1764346313228966025,1764346313228217763,748.262
1764346313231007505,1764346313228502473,2505.03
1764346313233184799,1764346313230650673,2534.13
1764346313235136385,1764346313233038091,2098.29
1764346313237465185,1764346313234982320,2482.86
1764346313239705100,1764346313238221868,1483.23
1764346313241588976,1764346313239201731,2387.24
1764346313243789090,1764346313241599397,2189.69
1764346313246005524,1764346313243577621,2427.9
1764346313248114618,1764346313245539347,2575.27
1764346313250220232,1764346313248216724,2003.51
1764346313252322940,1764346313249733513,2589.43
1764346313254606527,1764346313252073436,2533.09
1764346313256722477,1764346313254074407,2648.07
1764346313258757949,1764346313256491570,2266.38
1764346313261010182,1764346313258276571,2733.61
1764346313263020035,1764346313260624994,2395.04
1764346313265101098,1764346313262606468,2494.63
1764346313267281697,1764346313265011132,2270.57
1764346313269428701,1764346313268210936,1217.77
1764346313271552704,1764346313268937585,2615.12
1764346313273723683,1764346313271163275,2560.41
1764346313275733235,1764346313273587687,2145.55
1764346313277863699,1764346313275547913,2315.79
1764346313280097693,1764346313278212042,1885.65
1764346313282175667,1764346313279676838,2498.83
1764346313284262654,1764346313282086252,2176.4
1764346313286362253,1764346313284024481,2337.77
1764346313288578743,1764346313286020203,2558.54
1764346313290661183,1764346313288228645,2432.54
1764346313292787044,1764346313290216368,2570.68
1764346313294949658,1764346313292586537,2363.12
1764346313297045722,1764346313294556513,2489.21
1764346313299237088,1764346313298211753,1025.34
1764346313301452499,1764346313298736180,2716.32
1764346313303342903,1764346313301121847,2221.06
1764346313305645954,1764346313303098072,2547.88
1764346313307664581,1764346313305528233,2136.35
1764346313309799388,1764346313308208359,1591.03
1764346313311987416,1764346313309675655,2311.76
1764346313314082743,1764346313311656878,2425.86
1764346313316268515,1764346313313649351,2619.16
1764346313318360944,1764346313315957529,2403.41
1764346313320546348,1764346313318204965,2341.38
1764346313322689277,1764346313320163692,2525.59
1764346313324757768,1764346313322572106,2185.66
1764346313326869423,1764346313324520085,2349.34
1764346313329064538,1764346313328213320,851.218
1764346313331207867,1764346313328698502,2509.36
1764346313333203165,1764346313331111166,2092
1764346313335545149,1764346313333042147,2503
1764346313337628923,1764346313334988625,2640.3
1764346313339768914,1764346313338208426,1560.49
1764346313341814283,1764346313339247531,2566.75
1764346313343980556,1764346313341584206,2396.35
1764346313346120303,1764346313343617176,2503.13
1764346313348275295,1764346313345994599,2280.7
1764346313350428625,1764346313348204545,2224.08
1764346313352467034,1764346313350144278,2322.76
1764346313354705588,1764346313352120256,2585.33
1764346313356653689,1764346313354533423,2120.27
1764346313358887463,1764346313358198669,688.794
1764346313361033086,1764346313358473631,2559.45
1764346313363086420,1764346313360637583,2448.84
1764346313365340007,1764346313363025254,2314.75
1764346313367343144,1764346313364975735,2367.41
1764346313369586163,1764346313368201791,1384.37
1764346313371639089,1764346313369180407,2458.68
1764346313373752256,1764346313371599573,2152.68
1764346313375954896,1764346313373542306,2412.59
1764346313378028038,1764346313375490288,2537.75
1764346313380292160,1764346313378191666,2100.49
1764346313382371524,1764346313380141397,2230.13
1764346313384560678,1764346313382098378,2462.3
1764346313386487946,1764346313384072106,2415.84
1764346313388613522,1764346313386489773,2123.75
1764346313390937699,1764346313388262279,2675.42
1764346313392968538,1764346313390628204,2340.33
1764346313395052124,1764346313392613430,2438.69
1764346313397162664,1764346313394982604,2180.06
1764346313399327780,1764346313398194912,1132.87
1764346313401578197,1764346313398936810,2641.39
1764346313403605644,1764346313401099262,2506.38
1764346313405710445,1764346313403543425,2167.02
1764346313407889470,1764346313405504905,2384.57
1764346313409927423,1764346313408204034,1723.39
1764346313412022764,1764346313409663083,2359.68
1764346313414288425,1764346313412071751,2216.67
1764346313416294415,1764346313414032481,2261.93
1764346313418452623,1764346313415994461,2458.16
1764346313420563158,1764346313418211656,2351.5
1764346313422770912,1764346313420183134,2587.78
1764346313424816879,1764346313422580804,2236.07
1764346313426955390,1764346313424545034,2410.36
1764346313429142185,1764346313428186282,955.903
1764346313431210056,1764346313428726958,2483.1
1764346313433325288,1764346313431087633,2237.66
1764346313435564128,1764346313433045363,2518.76
1764346313437576065,1764346313435489777,2086.29
1764346313439780152,1764346313438187905,1592.25
1764346313441815902,1764346313439623208,2192.69
1764346313443898033,1764346313441595936,2302.1
1764346313446082623,1764346313443608909,2473.71
1764346313448180071,1764346313445981332,2198.74
1764346313450463375,1764346313448184029,2279.35
1764346313452428234,1764346313450133760,2294.47
1764346313454693545,1764346313452141984,2551.56
1764346313456716845,1764346313454518157,2198.69
1764346313458899414,1764346313458177653,721.761
1764346313461044441,1764346313458692832,2351.61
1764346313463123570,1764346313461051257,2072.31
1764346313465240308,1764346313462979992,2260.32
1764346313467484474,1764346313464944971,2539.5
1764346313469569297,1764346313468177276,1392.02
1764346313471856737,1764346313469203885,2652.85
1764346313473794545,1764346313471579558,2214.99
1764346313475970471,1764346313473569284,2401.19
1764346313478025044,1764346313475933708,2091.34
1764346313480210830,1764346313478177899,2032.93
1764346313482378313,1764346313480095885,2282.43
1764346313484535341,1764346313482058115,2477.23
1764346313486607603,1764346313484490030,2117.57
1764346313488758094,1764346313488174773,583.321
1764346313490926326,1764346313488425238,2501.09
1764346313493028277,1764346313490612937,2415.34
1764346313495133831,1764346313493032854,2100.98
1764346313497242887,1764346313494965088,2277.8
1764346313499423634,1764346313498172146,1251.49
1764346313501521185,1764346313499170509,2350.68
1764346313503600606,1764346313501562179,2038.43
1764346313505710873,1764346313503479665,2231.21
1764346313507907628,1764346313505472891,2434.74
1764346313510076389,1764346313508168020,1908.37
1764346313512106475,1764346313510119501,1986.97
1764346313514271336,1764346313512066983,2204.35
1764346313516413495,1764346313514052960,2360.53
1764346313518625605,1764346313518178392,447.213
1764346313520724257,1764346313518433107,2291.15
1764346313522816975,1764346313520594559,2222.42
1764346313525037558,1764346313522537541,2500.02
1764346313527104602,1764346313524933212,2171.39
1764346313529357867,1764346313528581709,776.158
1764346313531422338,1764346313529087890,2334.45
1764346313533669880,1764346313531075366,2594.51
1764346313535656302,1764346313533434291,2222.01
1764346313537845472,1764346313535396271,2449.2
1764346313540022911,1764346313538166640,1856.27
1764346313542079782,1764346313539647686,2432.1
1764346313544193918,1764346313542028608,2165.31
1764346313546410300,1764346313543958342,2451.96
1764346313548444617,1764346313546005060,2439.56
1764346313550620484,1764346313548191759,2428.72
1764346313552691186,1764346313550608676,2082.51
1764346313554833909,1764346313552577905,2256
1764346313557054792,1764346313554517388,2537.4
1764346313559203345,1764346313558163886,1039.46
1764346313561320932,1764346313558915783,2405.15
1764346313563380876,1764346313561081734,2299.14
1764346313565586334,1764346313563049214,2537.12
1764346313567626185,1764346313565429636,2196.55
1764346313569817711,1764346313568157760,1659.95
1764346313571879236,1764346313569619809,2259.43
1764346313574025047,1764346313571604536,2420.51
1764346313576151938,1764346313574003705,2148.23
1764346313578310158,1764346313575973184,2336.97
1764346313580468695,1764346313578570576,1898.12
1764346313582613516,1764346313580107115,2506.4
1764346313584738261,1764346313582475539,2262.72
1764346313586922519,1764346313584414022,2508.5
1764346313589061049,1764346313588155257,905.792
1764346313591228262,1764346313588679935,2548.33
1764346313593324184,1764346313591058607,2265.58
1764346313595387555,1764346313593034085,2353.47
1764346313597504995,1764346313595014062,2490.93
1764346313599702822,1764346313598156880,1545.94
1764346313601855380,1764346313599605680,2249.7
1764346313603892902,1764346313601584658,2308.24
1764346313606043836,1764346313603524641,2519.2
1764346313608215511,1764346313605916061,2299.45
1764346313610284989,1764346313608149754,2135.24
