Marked,Time,Serial Bus,ID,Type,DLC,Data,CRC,Errors
,-52.70ms,Serial1,000C7F14,Data,8,01 00 00 00 00 00 00 00,0AAD,
,-50.75ms,Serial1,1801D08F,Data,8,00 8B 00 5C 43 00 00 56,4C24,
,-50.02ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,-45.04ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,-42.56ms,Serial1,18FFA7EF,Data,8,00 00 07 D0 07 D0 00 00,2B9E,
,-41.66ms,Serial1,18FF28EF,Data,8,30 00 00 00 00 00 00 00,4B36,
,-40.37ms,Serial1,18FF1EEF,Data,8,08 00 00 00 00 00 00 00,4AA6,
,-40.35ms,Serial1,1CFFD4F5,Data,8,00 5A 00 00 00 00 00 00,09DD,
,-40.02ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,-39.66ms,Serial1,18FFD0EF,Data,8,00 00 00 00 00 00 00 00,1309,
,-38.66ms,Serial1,18FF95EF,Data,8,00 00 00 00 00 00 00 00,64F8,
,-37.58ms,Serial1,00087F9C,Data,8,00 02 00 00 00 00 00 00,5531,
,-36.66ms,Serial1,18FF38EF,Data,8,00 00 05 DC 0B B8 00 A0,56EA,
,-35.97ms,Serial1,18FF9528,Data,8,00 02 B3 B4 00 00 03 00,70D8,
,-35.66ms,Serial1,18FE38EF,Data,8,00 00 50 4B 00 00 00 00,40FE,
,-35.02ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,-34.74ms,Serial1,000001F2,Data,8,0E 50 0D B8 0D 48 0C C1,4167,
,-34.38ms,Serial1,000C7EA8,Data,8,80 00 80 00 80 00 80 00,3A6D,
,-33.89ms,Serial1,18FF28A7,Data,8,80 00 00 00 30 08 00 B8,5905,
,-33.87ms,Serial1,1CFE50EF,Data,8,08 00 00 00 00 00 00 00,6FDA,
,-32.85ms,Serial1,18FF2895,Data,8,00 56 00 00 00 00 2B 34,4147,
,-32.77ms,Serial1,000C7F14,Data,8,01 00 00 00 00 00 00 00,0AAD,
,-32.54ms,Serial1,18FFF4EF,Data,8,00 00 01 00 00 00 00 00,2117,
,-30.02ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,-25.04ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,-23.36ms,Serial1,30C,Data,8,80 00 00 00 00 00 07 AC,1660,
,-22.66ms,Serial1,18FFA7EF,Data,8,00 00 07 D0 07 D0 00 00,2B9E,
,-20.02ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,-16.02ms,Serial1,18FF9528,Data,8,00 02 B3 B4 00 00 03 00,70D8,
,-15.02ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,-14.46ms,Serial1,000001F2,Data,8,0E 50 0D B8 0D 48 0C C1,4167,
,-14.18ms,Serial1,18FD50A7,Data,8,80 00 80 00 80 00 80 00,3A6D,
,-14.10ms,Serial1,000C7F94,Data,8,80 00 00 00 30 08 01 B9,58BA,
,-13.07ms,Serial1,18FF2895,Data,8,00 56 00 00 00 00 2B 34,4147,
,-12.77ms,Serial1,18FE2895,Data,8,01 00 00 00 00 00 00 00,0AAD,
,-10.02ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,-7.072ms,Serial1,18FF28F4,Data,8,00 01 05 D3 0C 80 60 00,7410,
,-6.784ms,Serial1,18FE28F4,Data,8,00 07 92 0C FB 0C C2 00,3E3A,
,-5.040ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,-2.656ms,Serial1,18FFA7EF,Data,8,00 00 07 D0 07 D0 00 00,2B9E,
,-16.00us,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,2.928ms,Serial1,1CFF50F4,Data,8,01 30 A3 2D 4A 45 00 00,1B18,
,3.216ms,Serial1,18FFEFF4,Data,8,00 07 E8 96 00 00 00 00,68CD,
,4.096ms,Serial1,18FF9528,Data,8,00 02 B3 B4 00 00 03 00,70D8,
,4.976ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,5.536ms,Serial1,000001F2,Data,8,0E 50 0D B8 0D 48 0C C1,4167,
,5.824ms,Serial1,18FD50A7,Data,8,80 00 80 00 80 00 80 00,3A6D,
,5.904ms,Serial1,000C7F94,Data,8,80 00 00 00 30 08 02 BA,5A7B,
,6.880ms,Serial1,18FF2895,Data,8,00 56 00 00 00 00 2B 34,4147,
,7.168ms,Serial1,18FE2895,Data,8,01 00 00 00 00 00 00 00,0AAD,
,9.984ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,12.91ms,Serial1,18FF38F4,Data,8,00 60 4A 45 07 92 00 00,6CFE,
,14.96ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,17.34ms,Serial1,18FFA7EF,Data,8,00 00 07 D0 07 D0 00 00,2B9E,
,19.98ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,24.10ms,Serial1,18FF9528,Data,8,00 02 B3 B4 00 00 03 00,70D8,
,24.38ms,Serial1,10FFD438,Data,8,02 02 02 02 02 02 02 00,67FE,
,24.98ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,25.54ms,Serial1,000001F2,Data,8,0E 50 0D B8 0D 48 0C C1,4167,
,25.82ms,Serial1,18FD50A7,Data,8,80 00 80 00 80 00 80 00,3A6D,
,25.90ms,Serial1,000C7F94,Data,8,80 00 00 00 30 08 03 BB,5BC4,
,26.99ms,Serial1,000C7F94,Data,8,00 56 00 00 00 00 2B 34,4147,
,27.23ms,Serial1,18FE2895,Data,8,01 00 00 00 00 00 00 00,0AAD,
,29.98ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,34.35ms,Serial1,10FF38D4,Data,8,02 02 02 02 02 02 02 43,39AD,
,34.98ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,36.32ms,Serial1,18FFF5D4,Data,8,00 FF 00 00 FF FF FF 00,025A,
,37.34ms,Serial1,18FFA7EF,Data,8,00 00 07 D0 07 D0 00 00,2B9E,
,40.06ms,Serial1,000C7F28,Data,8,40 02 41 02 40 02 00 00,3201,
,44.03ms,Serial1,18FF9528,Data,8,00 02 B3 B4 00 00 03 00,70D8,
,44.98ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,45.54ms,Serial1,000001F2,Data,8,0E 50 0D B8 0D 48 0C C1,4167,
,45.82ms,Serial1,18FD50A7,Data,8,80 00 80 00 80 00 80 00,3A6D,
,45.90ms,Serial1,000C7F94,Data,8,80 00 00 00 30 08 04 BC,5FF9,
,46.91ms,Serial1,18FF2895,Data,8,00 56 00 00 00 00 2B 34,4147,
,47.23ms,Serial1,18FE2895,Data,8,01 00 00 00 00 00 00 00,0AAD,
,49.25ms,Serial1,1801D08F,Data,8,00 8B 00 5C 43 00 00 56,4C24,
,49.98ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,54.98ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,57.34ms,Serial1,18FFA7EF,Data,8,00 00 07 D0 07 D0 00 00,2B9E,
,59.98ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,60.27ms,Serial1,1CFFD4F5,Data,8,00 5A 00 00 00 00 00 00,09DD,
,64.10ms,Serial1,18FF9528,Data,8,00 02 B3 B4 00 00 03 00,70D8,
,64.98ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,65.54ms,Serial1,000001F2,Data,8,0E 50 0D B8 0D 48 0C C1,4167,
,65.82ms,Serial1,000C7EA8,Data,8,80 00 80 00 80 00 80 00,3A6D,
,65.84ms,Serial1,18FF28A7,Data,8,80 00 00 00 30 08 05 BD,5E46,
,66.93ms,Serial1,18FF2895,Data,8,00 56 00 00 00 00 2B 34,4147,
,67.23ms,Serial1,18FE2895,Data,8,01 00 00 00 00 00 00 00,0AAD,
,69.98ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,74.98ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,76.85ms,Serial1,30C,Data,8,80 00 00 00 00 00 08 0F,,
,76.86ms,Serial1,18FF28D0,Data,8,06 00 00 00 00 00 00 00,1DB2,
,77.34ms,Serial1,18FFA7EF,Data,8,00 00 07 D0 07 D0 00 00,2B9E,
,80.06ms,Serial1,000C7F28,Data,8,40 02 41 02 40 02 00 00,3201,
,84.06ms,Serial1,18FF9528,Data,8,00 02 B3 B4 00 00 03 00,70D8,
,84.98ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,85.54ms,Serial1,000001F2,Data,8,0E 50 0D B8 0D 48 0C C1,4167,
,85.82ms,Serial1,18FD50A7,Data,8,80 00 80 00 80 00 80 00,3A6D,
,85.90ms,Serial1,000C7F94,Data,8,80 00 00 00 30 08 06 BE,5C87,
,86.94ms,Serial1,18FF2895,Data,8,00 56 00 00 00 00 2B 34,4147,
,87.23ms,Serial1,18FE2895,Data,8,01 00 00 00 00 00 00 00,0AAD,
,89.98ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,92.91ms,Serial1,18FFE5F4,Data,8,16 00 00 00 00 00 00 00,49D5,
,93.22ms,Serial1,18FF28F4,Data,8,00 01 05 D3 0C 80 60 00,7410,
,93.52ms,Serial1,10FFD4F4,Data,8,00 60 05 D3 00 00 00 00,55AC,
,94.98ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,97.34ms,Serial1,18FFA7EF,Data,8,00 00 07 D0 07 D0 00 00,2B9E,
,99.98ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,103.0ms,Serial1,18FFEFF4,Data,8,00 07 E8 96 00 00 00 00,68CD,
,104.0ms,Serial1,18FF9528,Data,8,00 02 B3 B4 00 00 03 00,70D8,
,105.3ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,105.3ms,Serial1,000001F2,Data,8,0E 50 0D B8 0D 48 0C C1,4167,
,105.6ms,Serial1,18FD50A7,Data,8,80 00 80 00 80 00 80 00,3A6D,
,105.8ms,Serial1,18FF28A7,Data,8,80 00 00 00 30 08 07 BF,5D38,
,107.0ms,Serial1,18FF2895,Data,8,00 56 00 00 00 00 2B 34,4147,
,107.2ms,Serial1,18FE2895,Data,8,01 00 00 00 00 00 00 00,0AAD,
,110.0ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,115.0ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,117.3ms,Serial1,18FFA7EF,Data,8,00 00 07 D0 07 D0 00 00,2B9E,
,120.0ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,124.2ms,Serial1,18FF9528,Data,8,00 02 B3 B4 00 00 03 00,70D8,
,125.0ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,125.3ms,Serial1,000001F2,Data,8,0E 50 0D B8 0D 48 0C C1,4167,
,125.6ms,Serial1,000C7EA8,Data,8,80 00 80 00 80 00 80 00,3A6D,
,125.8ms,Serial1,18FF28A7,Data,8,80 00 00 00 30 08 08 C0,5181,
,127.0ms,Serial1,18FF2895,Data,8,00 56 00 00 00 00 2B 34,4147,
,127.2ms,Serial1,18FE2895,Data,8,01 00 00 00 00 00 00 00,0AAD,
,130.0ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,135.3ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,135.3ms,Serial1,10FFF4D4,Data,8,02 02 00 00 00 00 00 00,1E40,
,137.5ms,Serial1,18FFF5D4,Data,8,00 FF 00 00 FF FF FF 00,025A,
,137.6ms,Serial1,18FFA7EF,Data,8,00 00 07 D0 07 D0 00 00,2B9E,
,140.0ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,144.2ms,Serial1,18FF9528,Data,8,00 02 B3 B4 00 00 03 00,70D8,
,145.0ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,145.5ms,Serial1,000001F2,Data,8,0E 50 0D B8 0D 48 0C C1,4167,
,145.8ms,Serial1,000C7EA8,Data,8,80 00 80 00 80 00 80 00,3A6D,
,145.8ms,Serial1,18FF28A7,Data,8,80 00 00 00 30 08 09 C1,503E,
,146.9ms,Serial1,18FF2895,Data,8,00 56 00 00 00 00 2B 34,4147,
,147.2ms,Serial1,18FE2895,Data,8,01 00 00 00 00 00 00 00,0AAD,
,149.2ms,Serial1,1801D08F,Data,8,00 8B 00 5C 43 00 00 56,4C24,
,150.0ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,155.0ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,157.4ms,Serial1,18FFA7EF,Data,8,00 00 07 D0 07 D0 00 00,2B9E,
,158.3ms,Serial1,18FF28EF,Data,8,30 00 00 00 00 00 00 00,4B36,
,159.4ms,Serial1,000C7F8F,Data,8,08 00 00 00 00 00 00 00,4AA6,
,160.0ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,160.6ms,Serial1,1CFFD4F5,Data,8,00 5A 00 00 00 00 00 00,09DD,
,164.1ms,Serial1,18FF9528,Data,8,00 02 B3 B4 00 00 03 00,70D8,
,165.3ms,Serial1,000C7FF7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,165.6ms,Serial1,000001F2,Data,8,0E 50 0D B8 0D 48 0C C1,4167,
,165.8ms,Serial1,18FD50A7,Data,8,80 00 80 00 80 00 80 00,3A6D,
,165.9ms,Serial1,18FF28A7,Data,8,80 00 00 00 30 08 0A C2,52FF,
,166.9ms,Serial1,18FF2895,Data,8,00 56 00 00 00 00 2B 34,4147,
,167.2ms,Serial1,18FE2895,Data,8,01 00 00 00 00 00 00 00,0AAD,
,170.0ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,175.0ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,176.6ms,Serial1,30C,Data,8,80 00 00 00 00 00 09 43,517B,
,177.3ms,Serial1,18FFA7EF,Data,8,00 00 07 D0 07 D0 00 00,2B9E,
,180.0ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,184.2ms,Serial1,18FF9528,Data,8,00 02 B3 B4 00 00 03 00,70D8,
,185.3ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,185.3ms,Serial1,000001F2,Data,8,0E 50 0D B8 0D 48 0C C1,4167,
,185.6ms,Serial1,18FD50A7,Data,8,80 00 80 00 80 00 80 00,3A6D,
,185.8ms,Serial1,18FF28A7,Data,8,80 00 00 00 30 08 0B C3,5340,
,186.9ms,Serial1,18FF2895,Data,8,00 56 00 00 00 00 2B 34,4147,
,187.2ms,Serial1,18FE2895,Data,8,01 00 00 00 00 00 00 00,0AAD,
,190.0ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,195.0ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,197.3ms,Serial1,18FFA7EF,Data,8,00 00 07 D0 07 D0 00 00,2B9E,
,198.9ms,Serial1,18FF28F4,Data,8,00 01 05 D2 0C 80 60 00,13F8,
,200.0ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,204.3ms,Serial1,18FF9528,Data,8,00 B3 B4 00 00 03 00,70D8,
,205.3ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,205.3ms,Serial1,00000000,Data,8,0E 50 0D B8 0D 48 0C C1,4167,
,205.6ms,Serial1,18FD50A7,Data,8,80 00 80 00 80 00 80 00,3A6D,
,205.8ms,Serial1,18FF28A7,Data,8,80 00 00 00 30 08 0C C4,577D,
,206.9ms,Serial1,18FF2895,Data,8,00 56 00 00 00 00 2B 34,4147,
,207.3ms,Serial1,000C7F14,Data,8,01 00 00 00 00 00 00 00,0AAD,
,209.0ms,Serial1,18FFEFF4,Data,8,00 07 E8 96 00 00 00 00,68CD,
,210.0ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,215.0ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,217.3ms,Serial1,18FFA7EF,Data,8,00 00 07 D0 07 D0 00 00,2B9E,
,220.0ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,224.5ms,Serial1,18FF9528,Data,8,00 02 B3 B4 00 00 03 00,70D8,
,224.5ms,Serial1,10FFD438,Data,8,02 02 02 02 02 02 02 00,67FE,
,225.3ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,225.3ms,Serial1,00000000,Data,8,0E 50 0D B8 0D 48 0C C1,4167,
,225.6ms,Serial1,18FD50A7,Data,8,80 00 80 00 80 00 80 00,3A6D,
,225.8ms,Serial1,18FF28A7,Data,8,80 00 00 00 30 08 0D C5,56C2,
,226.9ms,Serial1,18FF2895,Data,8,00 56 00 00 00 00 2B 34,4147,
,227.2ms,Serial1,18FE2895,Data,8,01 00 00 00 00 00 00 00,0AAD,
,230.0ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,234.3ms,Serial1,1CFF50D4,Data,8,00 55 45 14 0B 1C 00 00,408E,
,235.0ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,236.2ms,Serial1,10FF38D4,Data,8,02 02 02 02 02 02 02 43,39AD,
,237.3ms,Serial1,18FFA7EF,Data,8,00 00 07 D0 07 D0 00 00,2B9E,
,238.2ms,Serial1,18FFF5D4,Data,8,00 FF 00 00 FF FF FF 00,025A,
,240.0ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,244.2ms,Serial1,18FF9528,Data,8,00 02 B3 B4 00 00 03 00,70D8,
,245.3ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,245.3ms,Serial1,00000000,Data,8,0E 50 0D B8 0D 48 0C C1,4167,
,245.6ms,Serial1,18FD50A7,Data,8,80 00 80 00 80 00 80 00,3A6D,
,245.8ms,Serial1,18FF28A7,Data,8,80 00 00 00 30 08 0E C6,5403,
,246.9ms,Serial1,18FF2895,Data,8,00 56 00 00 00 00 2B 34,4147,
,247.3ms,Serial1,000C7F14,Data,8,01 00 00 00 00 00 00 00,0AAD,
,249.2ms,Serial1,1801D08F,Data,8,00 8B 00 5C 43 00 00 56,4C24,
,250.1ms,Serial1,000C7F28,Data,8,40 02 41 02 40 02 00 00,3201,
,255.0ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,257.4ms,Serial1,18FFA7EF,Data,8,00 00 07 D0 07 D0 00 00,2B9E,
,258.3ms,Serial1,18FFD0EF,Data,8,00 00 00 00 00 00 00 00,1309,
,259.3ms,Serial1,18FF95EF,Data,8,00 00 00 00 00 00 00 00,64F8,
,260.1ms,Serial1,000C7F28,Data,8,40 02 41 02 40 02 00 00,3201,
,260.3ms,Serial1,10FF38EF,Data,8,00 02 00 00 00 00 00 00,5531,
,261.2ms,Serial1,1CFFD4F5,Data,8,00 5A 00 00 00 00 00 00,09DD,
,264.2ms,Serial1,18FF9528,Data,8,00 02 B3 B4 00 00 03 00,70D8,
,265.3ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,265.3ms,Serial1,000001F2,Data,8,0E 50 0D B8 0D 48 0C C1,4167,
,265.6ms,Serial1,18FD50A7,Data,8,80 00 80 00 80 00 80 00,3A6D,
,265.8ms,Serial1,18FF28A7,Data,8,80 00 00 00 30 08 0F C7,55BC,
,267.2ms,Serial1,18FF2895,Data,8,00 56 00 00 00 00 2B 34,4147,
,267.2ms,Serial1,000C7F14,Data,8,01 00 00 00 00 00 00 00,0AAD,
,270.1ms,Serial1,000C7F28,Data,8,40 02 41 02 40 02 00 00,3201,
,275.0ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,276.6ms,Serial1,30C,Data,8,80 00 00 00 00 00 0A 97,7C06,
,277.2ms,Serial1,18FF28D0,Data,8,06 00 00 00 00 00 00 00,1DB2,
,277.5ms,Serial1,18FFA7EF,Data,8,00 00 07 D0 07 D0 00 00,2B9E,
,280.0ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,284.4ms,Serial1,18FF9528,Data,8,00 02 B3 B4 00 00 03 00,70D8,
,285.3ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,285.6ms,Serial1,000001F2,Data,8,0E 50 0D B8 0D 48 0C C1,4167,
,285.9ms,Serial1,18FD50A7,Data,8,80 00 80 00 80 00 80 00,3A6D,
,285.9ms,Serial1,18FF28A7,Data,8,80 00 00 00 30 08 00 B8,5905,
,286.9ms,Serial1,18FF2895,Data,8,00 56 00 00 00 00 2B 34,4147,
,287.2ms,Serial1,18FE2895,Data,8,01 00 00 00 00 00 00 00,0AAD,
,290.0ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,295.0ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,297.3ms,Serial1,18FFA7EF,Data,8,00 00 07 D0 07 D0 00 00,2B9E,
,298.9ms,Serial1,18FFE5F4,Data,8,16 00 00 00 00 00 00 00,49D5,
,299.2ms,Serial1,18FF28F4,Data,8,00 01 05 D3 0C 86 60 00,1AC3,
,300.1ms,Serial1,000C7F28,Data,8,40 02 41 02 40 02 00 00,3201,
,305.3ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,305.3ms,Serial1,000001F2,Data,8,0E 50 0D B8 0D 48 0C C1,4167,
,305.6ms,Serial1,18FD50A7,Data,8,80 00 80 00 80 00 80 00,3A6D,
,305.8ms,Serial1,18FF28A7,Data,8,80 00 00 00 30 08 01 B9,58BA,
,306.1ms,Serial1,18FF9528,Data,8,00 02 B3 B4 00 00 03 00,70D8,
,306.9ms,Serial1,18FF2895,Data,8,00 56 00 00 00 00 2B 34,4147,
,307.2ms,Serial1,18FE2895,Data,8,01 00 00 00 00 00 00 00,0AAD,
,309.0ms,Serial1,18FFEFF4,Data,8,00 07 E8 96 00 00 00 00,68CD,
,310.0ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,315.0ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,317.3ms,Serial1,18FFA7EF,Data,8,00 00 07 D0 07 D0 00 00,2B9E,
,320.0ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,325.3ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,325.3ms,Serial1,000001F2,Data,8,0E 50 0D B8 0D 48 0C C1,4167,
,325.6ms,Serial1,18FD50A7,Data,8,80 00 80 00 80 00 80 00,3A6D,
,325.8ms,Serial1,18FF28A7,Data,8,80 00 00 00 30 08 02 BA,5A7B,
,326.1ms,Serial1,18FF9528,Data,8,00 02 B3 B4 00 00 03 00,70D8,
,327.0ms,Serial1,18FF2895,Data,8,00 56 00 00 00 00 2B 34,4147,
,327.2ms,Serial1,18FE2895,Data,8,01 00 00 00 00 00 00 00,0AAD,
,330.0ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,335.3ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,335.3ms,Serial1,18FFF5D4,Data,8,00 FF 00 00 FF FF FF 00,025A,
,337.4ms,Serial1,000C7FD3,Data,8,00 00 07 D0 07 D0 00 00,2B9E,
,340.0ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,345.3ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,345.3ms,Serial1,000001F2,Data,8,0E 50 0D B8 0D 48 0C C1,4167,
,345.6ms,Serial1,18FD50A7,Data,8,80 00 80 00 80 00 80 00,3A6D,
,345.8ms,Serial1,18FF28A7,Data,8,80 00 00 00 30 08 03 BB,5BC4,
,346.1ms,Serial1,18FF9528,Data,8,00 02 B3 B4 00 00 03 00,70D8,
,347.2ms,Serial1,18FF2895,Data,8,00 56 00 00 00 00 2B 34,4147,
,347.2ms,Serial1,18FE2895,Data,8,01 00 00 00 00 00 00 00,0AAD,
,349.2ms,Serial1,1801D08F,Data,8,00 8B 00 5C 43 00 00 56,4C24,
,350.1ms,Serial1,000C7F28,Data,8,40 02 41 02 40 02 00 00,3201,
,355.0ms,Serial1,000C7FF7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,357.5ms,Serial1,000C7FD3,Data,8,00 00 07 D0 07 D0 00 00,2B9E,
,358.3ms,Serial1,18FF28EF,Data,8,30 00 00 00 00 00 00 00,4B36,
,359.3ms,Serial1,18FF1EEF,Data,8,08 00 00 00 00 00 00 00,4AA6,
,360.0ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,361.8ms,Serial1,000E7FEA,Data,8,00 5A 00 00 00 00 00 00,09DD,
,365.3ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,365.6ms,Serial1,000001F2,Data,8,0E 50 0D B8 0D 48 0C C1,4167,
,365.8ms,Serial1,18FD50A7,Data,8,80 00 80 00 80 00 80 00,3A6D,
,365.9ms,Serial1,18FF28A7,Data,8,80 00 00 00 30 08 04 BC,5FF9,
,366.1ms,Serial1,18FF9528,Data,8,00 02 B3 B4 00 00 03 00,70D8,
,366.9ms,Serial1,18FF2895,Data,8,00 56 00 00 00 00 2B 34,4147,
,367.2ms,Serial1,18FE2895,Data,8,01 00 00 00 00 00 00 00,0AAD,
,370.0ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,375.0ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,376.6ms,Serial1,30C,Data,8,80 00 00 00 00 00 0B DB,672D,
,377.3ms,Serial1,18FFA7EF,Data,8,00 00 07 D0 07 D0 00 00,2B9E,
,380.0ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,385.3ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,385.6ms,Serial1,000001F2,Data,8,0E 50 0D B8 0D 48 0C C1,4167,
,385.8ms,Serial1,18FD50A7,Data,8,80 00 80 00 80 00 80 00,3A6D,
,385.9ms,Serial1,18FF28A7,Data,8,80 00 00 00 30 08 05 BD,5E46,
,386.1ms,Serial1,18FF9528,Data,8,00 02 B3 B4 00 00 03 00,70D8,
,387.0ms,Serial1,18FF2895,Data,8,00 56 00 00 00 00 2B 34,4147,
,387.2ms,Serial1,18FE2895,Data,8,01 00 00 00 00 00 00 00,0AAD,
,390.0ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,395.0ms,Serial1,000C7FF7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,397.3ms,Serial1,18FFA7EF,Data,8,00 00 07 D0 07 D0 00 00,2B9E,
,399.2ms,Serial1,18FF28F4,Data,8,00 01 05 D3 0C 80 60 00,7410,
