CAN_ID,Priority,Ingress_NS,Egress_NS,Latency_US
0x9801d08f,2,1785200324783311802,1785200324783313709,1
0x800c7f28,2,1785200324784276203,1785200324784278148,1
0x800c7ff7,2,1785200324789240820,1785200324789242801,1
0x800c7fd3,2,1785200324791805507,1785200324791807470,1
0x98ff28ef,2,1785200324792670020,1785200324792672001,1
0x98ff1eef,2,1785200324793734328,1785200324793736272,1
0x98fe50a7,2,1785200324794499027,1785200324794501156,2
0x800e7fea,2,1785200324796363015,1785200324796365126,2
0x98ffefa7,2,1785200324799927622,1785200324799929788,2
0x800001f2,2,1785200324800292064,1785200324800294064,2
0x98fd50a7,2,1785200324800555932,1785200324800557877,1
0x98ff28a7,2,1785200324800720135,1785200324800722172,2
0x98ff9528,2,1785200324800984374,1785200324800986356,1
0x98ff2895,2,1785200324801848350,1785200324801850239,1
0x98fe2895,2,1785200324802213088,1785200324802215163,2
0x98fe50a7,2,1785200324805077311,1785200324805079237,1
0x98ffefa7,2,1785200324810142612,1785200324810144964,2
0x8000030c,2,1785200324811806786,1785200324811808897,2
0x98ffa7ef,2,1785200324812572633,1785200324812576004,3
0x98fe50a7,2,1785200324815336097,1785200324815338023,1
0x98ffefa7,2,1785200324820701655,1785200324820703822,2
0x800001f2,2,1785200324821065468,1785200324821067523,2
0x98fd50a7,2,1785200324821329188,1785200324821331207,2
0x98ff28a7,2,1785200324821493521,1785200324821495539,2
0x98ff9528,2,1785200324821757501,1785200324821759426,1
0x98ff2895,2,1785200324822721828,1785200324822723846,2
0x98fe2895,2,1785200324822985808,1785200324822987826,2
0x98fe50a7,2,1785200324825849567,1785200324825851493,1
0x800c7ff7,2,1785200324830914572,1785200324830916627,2
0x98ffa7ef,2,1785200324833278353,1785200324833280260,1
0x98ff28f4,2,1785200324835242711,1785200324835244877,2
0x90ffd4f4,2,1785200324835261210,1785200324835263155,1
0x98fe50a7,2,1785200324836116724,1785200324836118686,1
0x800c7ff7,2,1785200324841481097,1785200324841483060,1
0x800001f2,2,1785200324841845261,1785200324841847224,1
0x98fd50a7,2,1785200324842112130,1785200324842114241,2
0x98ff28a7,2,1785200324842276332,1785200324842278425,2
0x98ff2895,2,1785200324842840421,1785200324842842347,1
0x98fe2895,2,1785200324843204863,1785200324843206845,1
0x98ffeff4,2,1785200324845569015,1785200324845570904,1
0x98fe50a7,2,1785200324846633897,1785200324846635971,2
0x800c7ff7,2,1785200324851706531,1785200324851708828,2
0x98ffa7ef,2,1785200324854073905,1785200324854076072,2
0x98fe50a7,2,1785200324856837980,1785200324856839943,1
0x90ffd438,2,1785200324861402229,1785200324861404154,1
0x800c7ff7,2,1785200324862266075,1785200324862268093,2
0x800001f2,2,1785200324862630628,1785200324862632628,2
0x98fd50a7,2,1785200324862894682,1785200324862896589,1
0x98ff28a7,2,1785200324863058662,1785200324863060662,2
0x98ff9528,2,1785200324863322383,1785200324863324457,2
0x800c7f94,2,1785200324864486450,1785200324864488375,1
0x98fe2895,2,1785200324864650504,1785200324864652504,2
0x98fe50a7,2,1785200324867415264,1785200324867417227,1
0x98ffefa7,2,1785200324872779674,1785200324872781841,2
0x90fff4d4,2,1785200324872797933,1785200324872799859,1
0x90ff38d4,2,1785200324875054030,1785200324875055956,1
0x800c7fd3,2,1785200324875218714,1785200324875220733,2
0x98fff5d4,2,1785200324876883018,1785200324876885074,2
0x98fe50a7,2,1785200324877747383,1785200324877749309,1
0x800c7ff7,2,1785200324883111979,1785200324883113979,2
0x800001f2,2,1785200324883476291,1785200324883478310,2
0x98fd50a7,2,1785200324883739993,1785200324883741938,1
0x98ff28a7,2,1785200324883904288,1785200324883906325,2
0x98ff9528,2,1785200324884468451,1785200324884470414,1
0x98ff2895,2,1785200324884485896,1785200324884487822,1
0x98fe2895,2,1785200324884842338,1785200324884844264,1
0x9801d08f,2,1785200324887406803,1785200324887408710,1
0x800c7f28,2,1785200324888371038,1785200324888372963,1
0x98ffefa7,2,1785200324893335487,1785200324893337469,1
0x98ffa7ef,2,1785200324895799842,1785200324895801786,1
0x98ff38ef,2,1785200324896763669,1785200324896765632,1
0x98fe38ef,2,1785200324897827644,1785200324897829551,1
0x98fe50a7,2,1785200324898591769,1785200324898593898,2
0x9cfe50ef,2,1785200324898955303,1785200324898957266,1
0x98fff4ef,2,1785200324900019222,1785200324900021148,1
0x9cffd4f5,2,1785200324901083012,1785200324901084919,1
0x98ffefa7,2,1785200324903847068,1785200324903849031,1
0x800001f2,2,1785200324904511249,1785200324904513231,1
0x98fd50a7,2,1785200324904774710,1785200324904776618,1
0x98ff28a7,2,1785200324904939172,1785200324904941154,1
0x98ff9528,2,1785200324905203430,1785200324905205523,2
0x98ff2895,2,1785200324906168257,1785200324906170294,2
0x98fe2895,2,1785200324906532162,1785200324906534144,1
0x98fe50a7,2,1785200324909295700,1785200324909297607,1
0x98ffefa7,2,1785200324914360390,1785200324914362501,2
0x8000030c,2,1785200324916024213,1785200324916026287,2
0x98ffa7ef,2,1785200324917088280,1785200324917090224,1
0x98ff28d0,2,1785200324917105965,1785200324917107891,1
0x98fe50a7,2,1785200324919563783,1785200324919565708,1
0x98ffefa7,2,1785200324924631269,1785200324924633343,2
0x800001f2,2,1785200324925295190,1785200324925297153,1
0x98fd50a7,2,1785200324925559504,1785200324925561541,2
0x98ff28a7,2,1785200324925922816,1785200324925924742,1
0x98ff9528,2,1785200324925936260,1785200324925938205,1
0x98ff2895,2,1785200324926896717,1785200324926898717,2
0x98fe2895,2,1785200324927260678,1785200324927262715,2
0x98fe50a7,2,1785200324930024975,1785200324930027012,2
0x98ffefa7,2,1785200324935089109,1785200324935091091,1
0x98ffa7ef,2,1785200324937453076,1785200324937455002,1
0x98ffe5f4,2,1785200324939117324,1785200324939119454,2
0x98ff28f4,2,1785200324939481285,1785200324939483248,1
0x98fe28f4,2,1785200324939844745,1785200324939846671,1
0x90ffd4f4,2,1785200324940209206,1785200324940211225,2
0x98fe50a7,2,1785200324940262243,1785200324940264743,2
0x98ffd0f4,2,1785200324943230502,1785200324943232465,1
0x9cff50f4,2,1785200324943595592,1785200324943597610,2
0x98ffeff4,2,1785200324943959553,1785200324943961515,1
0x98ff9528,2,1785200324944823806,1785200324944825825,2
0x98ffefa7,2,1785200324945887577,1785200324945889503,1
0x800001f2,2,1785200324946252297,1785200324946254408,2
0x98fd50a7,2,1785200324946516351,1785200324946518407,2
0x98ff28a7,2,1785200324946680498,1785200324946682498,2
0x98ff2895,2,1785200324947144977,1785200324947146884,1
0x98fe2895,2,1785200324947509085,1785200324947511159,2
0x98fe50a7,2,1785200324950973767,1785200324950975971,2
0x98ff38f4,2,1785200324953938266,1785200324953940229,1
0x98ffefa7,2,1785200324956104530,1785200324956106623,2
0x800c7fd3,2,1785200324958571292,1785200324958573292,2
0x98fe50a7,2,1785200324961236424,1785200324961238331,1
0x98ff9528,2,1785200324964900770,1785200324964902882,2
0x98ffefa7,2,1785200324966365780,1785200324966367835,2
0x800001f2,2,1785200324967030238,1785200324967032164,1
0x98fd50a7,2,1785200324967294848,1785200324967296811,1
0x98ff28a7,2,1785200324967458550,1785200324967460532,1
0x98ff2895,2,1785200324967921862,1785200324967923770,1
0x98fe2895,2,1785200324968285971,1785200324968287915,1
0x98fe50a7,2,1785200324971751004,1785200324971752949,1
0x98ffefa7,2,1785200324976815472,1785200324976817398,1
0x90fff4d4,2,1785200324977379302,1785200324977381228,1
0x800c7fd3,2,1785200324979543936,1785200324979545973,2
0x98fff5d4,2,1785200324979707898,1785200324979709879,1
0x98fe50a7,2,1785200324982072068,1785200324982074105,2
0x98ff9528,2,1785200324985736452,1785200324985738489,2
0x98ffefa7,2,1785200324987201702,1785200324987203887,2
0x800001f2,2,1785200324987866216,1785200324987868235,2
0x98fd50a7,2,1785200324988129844,1785200324988131789,1
0x98ff28a7,2,1785200324988294380,1785200324988296380,2
0x98ff2895,2,1785200324989358707,1785200324989360651,1
0x800c7f14,2,1785200324989822907,1785200324989824907,2
0x800c00e8,2,1785200324991886746,1785200324991888672,1
0x98fe50a7,2,1785200324992650908,1785200324992652852,1
0x98ffefa7,2,1785200324997715375,1785200324997717283,1
0x9cffd4f5,2,1785200325000179656,1785200325000181600,1
0x98ffa7ef,2,1785200325000543728,1785200325000545709,1
0x9cfed4f5,2,1785200325000561413,1785200325000563339,1
0x800c7f94,2,1785200325001317834,1785200325001319760,1
0x98ff1eef,2,1785200325002382864,1785200325002384883,2
0x800c7f28,2,1785200325003046749,1785200325003048693,1
0x98ff9528,2,1785200325006711114,1785200325006713059,1
0x98ffefa7,2,1785200325008175438,1785200325008177512,2
0x800001f2,2,1785200325008739824,1785200325008741842,2
0x800c7ea8,2,1785200325009104414,1785200325009106358,1
0x98ff28a7,2,1785200325009121914,1785200325009123840,1
0x98ff2895,2,1785200325010278740,1785200325010280758,2
0x98fe2895,2,1785200325010643182,1785200325010645200,2
0x98fe50a7,2,1785200325013507256,1785200325013509200,1
0x98ffefa7,2,1785200325018572409,1785200325018574409,2
0x8000030c,2,1785200325020237102,1785200325020239176,2
0x98ffa7ef,2,1785200325021101763,1785200325021103689,1
0x800c7f28,2,1785200325023766116,1785200325023768042,1
0x98ff9528,2,1785200325027530500,1785200325027532685,2
0x98ffefa7,2,1785200325029095490,1785200325029097749,2
0x80000000,2,1785200325029260211,1785200325029262340,2
0x98fd50a7,2,1785200325029524209,1785200325029526246,2
0x98ff28a7,2,1785200325029888262,1785200325029890225,1
0x98ff2895,2,1785200325031352920,1785200325031355031,2
0x98fe2895,2,1785200325031371383,1785200325031373345,1
0x98fe50a7,2,1785200325034227253,1785200325034229272,2
0x98ff28f4,2,1785200325037191697,1785200325037193605,1
0x98ffefa7,2,1785200325039356535,1785200325039358535,2
0x98ffa7ef,2,1785200325041820871,1785200325041822797,1
0x800c7f28,2,1785200325044485428,1785200325044487373,1
0x98ffeff4,2,1785200325047449872,1785200325047451854,1
0x98ff9528,2,1785200325048214293,1785200325048216275,1
0x98ffefa7,2,1785200325049678377,1785200325049680340,1
0x800001f2,2,1785200325049942560,1785200325049944597,2
0x800c7ea8,2,1785200325050407390,1785200325050409446,2
0x98ff28a7,2,1785200325050671926,1785200325050673944,2
0x98ff2895,2,1785200325051236052,1785200325051237996,1
0x98fe2895,2,1785200325051600494,1785200325051602494,2
0x98fe50a7,2,1785200325055064916,1785200325055066898,1
0x98ffefa7,2,1785200325060129291,1785200325060131439,2
0x98ffa7ef,2,1785200325062593664,1785200325062595590,1
0x98fe50a7,2,1785200325065257740,1785200325065259666,1
0x98ff9528,2,1785200325068922365,1785200325068924272,1
0x90ffd438,2,1785200325069286344,1785200325069288325,1
0x98ffefa7,2,1785200325070450855,1785200325070452799,1
0x800001f2,2,1785200325071014814,1785200325071016814,2
0x800c7ea8,2,1785200325071178665,1785200325071180572,1
0x98ff28a7,2,1785200325071443034,1785200325071444997,1
0x800c7f94,2,1785200325072007252,1785200325072009215,1
0x800c7f14,2,1785200325072371324,1785200325072373231,1
0x98fe50a7,2,1785200325075836043,1785200325075837987,1
0x90ff38d4,2,1785200325080700215,1785200325080702123,1
0x98ffefa7,2,1785200325080964528,1785200325080966510,1
0x98fff5d4,2,1785200325082629333,1785200325082631518,2
0x98ffa7ef,2,1785200325083493679,1785200325083495605,1
0x98fe50a7,2,1785200325086158088,1785200325086160069,1
0x98ff9528,2,1785200325089922175,1785200325089924101,1
0x98ffefa7,2,1785200325091486943,1785200325091489109,2
0x80000000,2,1785200325091651460,1785200325091653460,2
0x98fd50a7,2,1785200325091915829,1785200325091917792,1
0x98ff28a7,2,1785200325092280438,1785200325092282345,1
0x98ff2895,2,1785200325093744817,1785200325093746706,1
0x98fe2895,2,1785200325093762298,1785200325093764206,1
0x9801d08f,2,1785200325095819767,1785200325095821711,1
0x98fe50a7,2,1785200325096683928,1785200325096685872,1
0x98ffefa7,2,1785200325101748599,1785200325101750525,1
0x98ffa7ef,2,1785200325104215398,1785200325104217306,1
0x9cffd4f5,2,1785200325104586729,1785200325104588729,2
0x98ffd0ef,2,1785200325105353039,1785200325105354947,1
0x98ff95ef,2,1785200325106417643,1785200325106419625,1
0x98fe50a7,2,1785200325107081972,1785200325107083954,1
0x90ff38ef,2,1785200325107545747,1785200325107547729,1
0x98ff9528,2,1785200325110910152,1785200325110912115,1
0x98ffefa7,2,1785200325112474345,1785200325112476419,2
0x800001f2,2,1785200325112638474,1785200325112640437,1
0x98fd50a7,2,1785200325112902602,1785200325112904583,1
0x98ff28a7,2,1785200325113266211,1785200325113268100,1
0x98ff2895,2,1785200325114431092,1785200325114433074,1
0x800c7f14,2,1785200325114895071,1785200325114897034,1
0x98fe50a7,2,1785200325117659257,1785200325117661201,1
0x98ffefa7,2,1785200325122723817,1785200325122725835,2
0x98ff28d0,2,1785200325123787921,1785200325123789866,1
0x8000030c,2,1785200325124652490,1785200325124654397,1
0x98ffa7ef,2,1785200325125316486,1785200325125318374,1
0x98fe50a7,2,1785200325127980635,1785200325127982561,1
0x98ff9528,2,1785200325131745148,1785200325131747315,2
0x98ffefa7,2,1785200325133309471,1785200325133311564,2
0x800001f2,2,1785200325133473767,1785200325133475785,2
0x98fd50a7,2,1785200325133737654,1785200325133739691,2
0x98ff28a7,2,1785200325134102003,1785200325134104115,2
0x98ff2895,2,1785200325135265663,1785200325135267755,2
0x98fe2895,2,1785200325135630049,1785200325135632049,2
0x98fe50a7,2,1785200325138494364,1785200325138496383,2
0x98ffe5f4,2,1785200325141458456,1785200325141460401,1
0x98ff28f4,2,1785200325141822399,1785200325141824436,2
0x98ffefa7,2,1785200325143686461,1785200325143688664,2
0x98ffa7ef,2,1785200325146152075,1785200325146154334,2
0x98fe50a7,2,1785200325148815724,1785200325148817687,1
0x98ffeff4,2,1785200325151780002,1785200325151781946,1
0x98ff9528,2,1785200325152644144,1785200325152646126,1
0x98ffefa7,2,1785200325154208319,1785200325154210375,2
0x800001f2,2,1785200325154371948,1785200325154373929,1
0x98fd50a7,2,1785200325154636446,1785200325154638465,2
0x98ff28a7,2,1785200325155000685,1785200325155002666,1
0x800c7f94,2,1785200325156464490,1785200325156466601,2
0x800c7f14,2,1785200325156482212,1785200325156484157,1
0x98fe50a7,2,1785200325159339361,1785200325159341342,1
0x98ffefa7,2,1785200325164404143,1785200325164406106,1
0x98ffa7ef,2,1785200325166868627,1785200325166870553,1
0x98fe50a7,2,1785200325169532869,1785200325169534795,1
0x98ff9528,2,1785200325173398641,1785200325173400826,2
0x98ffefa7,2,1785200325174862335,1785200325174864354,2
0x80000000,2,1785200325175026427,1785200325175028445,2
0x98fd50a7,2,1785200325175290370,1785200325175292351,1
0x98ff28a7,2,1785200325175654256,1785200325175656182,1
0x98ff2895,2,1785200325176218734,1785200325176220716,1
0x98fe2895,2,1785200325176582436,1785200325176584380,1
0x98fe50a7,2,1785200325180047228,1785200325180049228,2
0x98ffefa7,2,1785200325185111122,1785200325185113085,1
0x9cff50d4,2,1785200325185575211,1785200325185577156,1
0x98ffa7ef,2,1785200325187652365,1785200325187654865,2
0x98fff5d4,2,1785200325187916567,1785200325187918641,2
0x98fe50a7,2,1785200325190380773,1785200325190382792,2
0x98ff9528,2,1785200325194148601,1785200325194150675,2
0x98ffefa7,2,1785200325195712165,1785200325195714239,2
0x80000000,2,1785200325195877090,1785200325195879201,2
0x98fd50a7,2,1785200325196140885,1785200325196142940,2
0x98ff28a7,2,1785200325196504716,1785200325196506623,1
0x98ff2895,2,1785200325197768893,1785200325197770819,1
0x98fe2895,2,1785200325198033187,1785200325198035484,2
0x9801d08f,2,1785200325200097137,1785200325200099063,1
0x98fe50a7,2,1785200325200960872,1785200325200962835,1
0x98ffefa7,2,1785200325206025581,1785200325206027655,2
0x98ffa7ef,2,1785200325208490065,1785200325208492009,1
0x9cffd4f5,2,1785200325209754205,1785200325209756186,1
0x98ff28ef,2,1785200325209771816,1785200325209773779,1
0x800c7f8f,2,1785200325210628922,1785200325210630940,2
0x98fe50a7,2,1785200325211293195,1785200325211295195,2
0x98ff9528,2,1785200325215357354,1785200325215359317,1
0x98ffefa7,2,1785200325216621957,1785200325216624050,2
0x800001f2,2,1785200325216786919,1785200325216789049,2
0x98fd50a7,2,1785200325217051084,1785200325217053084,2
0x98ff28a7,2,1785200325217414804,1785200325217416730,1
0x98ff2895,2,1785200325218679407,1785200325218681463,2
0x98fe2895,2,1785200325218943942,1785200325218945942,2
0x98fe50a7,2,1785200325221807832,1785200325221809739,1
0x98ffefa7,2,1785200325226872225,1785200325226874392,2
0x8000030c,2,1785200325228536937,1785200325228539048,2
0x98ffa7ef,2,1785200325229401487,1785200325229403524,2
0x98fe50a7,2,1785200325232065322,1785200325232067284,1
0x98ff9528,2,1785200325235830242,1785200325235832427,2
0x800c7ff7,2,1785200325237394176,1785200325237396232,2
0x800001f2,2,1785200325237758433,1785200325237760415,1
0x98fd50a7,2,1785200325238123061,1785200325238125153,2
0x98ff28a7,2,1785200325238141042,1785200325238142968,1
0x98ff2895,2,1785200325239296886,1785200325239298794,1
0x98fe2895,2,1785200325239661106,1785200325239663032,1
0x98fe50a7,2,1785200325242525755,1785200325242527792,2
0x98ff28f4,2,1785200325245490421,1785200325245492476,2
0x90ffd4f4,2,1785200325245854622,1785200325245856733,2
0x98ffefa7,2,1785200325247752388,1785200325247754925,2
0x98ffa7ef,2,1785200325250221742,1785200325250223872,2
0x98fe50a7,2,1785200325252886522,1785200325252888522,2
0x98ffeff4,2,1785200325255851336,1785200325255853355,2
0x98ff9528,2,1785200325257016032,1785200325257017977,1
0x800c7ff7,2,1785200325258281098,1785200325258283191,2
0x800001f2,2,1785200325258644948,1785200325258646892,1
0x98fd50a7,2,1785200325259009612,1785200325259011612,2
0x98ff28a7,2,1785200325259027112,1785200325259029019,1
0x98ff2895,2,1785200325260184012,1785200325260185938,1
0x98fe2895,2,1785200325260548213,1785200325260550176,1
0x800c7f28,2,1785200325263413010,1785200325263415047,2
0x98ffefa7,2,1785200325268477644,1785200325268479607,1
0x98ffa7ef,2,1785200325270942091,1785200325270944017,1
0x98fe50a7,2,1785200325273606241,1785200325273608186,1
0x98ff9528,2,1785200325277771400,1785200325277773344,1
0x90ffd438,2,1785200325278135860,1785200325278138045,2
0x800c7ff7,2,1785200325279000540,1785200325279002521,1
0x800001f2,2,1785200325279364945,1785200325279366926,1
0x98fd50a7,2,1785200325279729072,1785200325279731091,2
0x98ff28a7,2,1785200325279747017,1785200325279748943,1
0x98ff2895,2,1785200325280903509,1785200325280905768,2
0x800c7f14,2,1785200325281367728,1785200325281369728,2
0x800c7f28,2,1785200325284131674,1785200325284133674,2
0x90fff4d4,2,1785200325288696145,1785200325288698126,1
0x800c7ff7,2,1785200325289260178,1785200325289262178,2
0x90ff38d4,2,1785200325290825538,1785200325290827853,2
0x98ffa7ef,2,1785200325291789329,1785200325291791366,2
0x98fff5d4,2,1785200325292953562,1785200325292955525,1
0x98fe50a7,2,1785200325294518237,1785200325294520311,2
0x98ff9528,2,1785200325298583192,1785200325298585155,1
0x98ffefa7,2,1785200325299848018,1785200325299849962,1
0x800001f2,2,1785200325300212349,1785200325300214441,2
0x98fd50a7,2,1785200325300575698,1785200325300577624,1
0x98ff28a7,2,1785200325300593383,1785200325300595272,1
0x98ff2895,2,1785200325301749709,1785200325301751617,1
0x98fe2895,2,1785200325302114040,1785200325302116114,2
0x9801d08f,2,1785200325304178194,1785200325304180138,1
0x800c7f28,2,1785200325305042133,1785200325305044077,1
0x800c7ff7,2,1785200325310106730,1785200325310108841,2
0x98ffa7ef,2,1785200325312470585,1785200325312472493,1
0x800e7fea,2,1785200325314134871,1785200325314137037,2
0x98fe50a7,2,1785200325315299104,1785200325315301104,2
0x98ff9528,2,1785200325319265690,1785200325319268097,2
0x98ffefa7,2,1785200325320631422,1785200325320633589,2
0x800001f2,2,1785200325320995679,1785200325320997771,2
0x98fd50a7,2,1785200325321359473,1785200325321361510,2
0x98ff28a7,2,1785200325321377473,1785200325321379510,2
0x98ff2895,2,1785200325322534150,1785200325322536169,2
0x98fe2895,2,1785200325322898315,1785200325322900278,1
0x800c7f28,2,1785200325325762685,1785200325325764741,2
0x800c7ff7,2,1785200325330827986,1785200325330829986,2
0x98ff28d0,2,1785200325332291662,1785200325332293625,1
0x8000030c,2,1785200325332655919,1785200325332657864,1
0x98ffa7ef,2,1785200325333320156,1785200325333322156,2
0x98fe50a7,2,1785200325336084527,1785200325336086527,2
0x98ff9528,2,1785200325340049446,1785200325340051631,2
0x98ffefa7,2,1785200325341413530,1785200325341415456,1
0x800001f2,2,1785200325341778120,1785200325341780083,1
0x98fd50a7,2,1785200325342143118,1785200325342145266,2
0x98ff28a7,2,1785200325342161469,1785200325342163451,1
0x98ff2895,2,1785200325343317481,1785200325343319406,1
0x800c7f14,2,1785200325343781885,1785200325343783829,1
0x98fe50a7,2,1785200325346546904,1785200325346549052,2
0x98ffe5f4,2,1785200325349810772,1785200325349812772,2
0x98ff28f4,2,1785200325349828457,1785200325349830531,2
0x98ffefa7,2,1785200325351685094,1785200325351687242,2
0x98ffa7ef,2,1785200325354054245,1785200325354056653,2
0x98fe50a7,2,1785200325356819135,1785200325356821079,1
0x98ffeff4,2,1785200325359823560,1785200325359825486,1
0x98ff9528,2,1785200325360917887,1785200325360919831,1
0x98ffefa7,2,1785200325361978028,1785200325361980046,2
0x800001f2,2,1785200325362623172,1785200325362625172,2
0x98fd50a7,2,1785200325362967392,1785200325362969336,1
0x98ff28a7,2,1785200325363051632,1785200325363053632,2
0x98ff2895,2,1785200325364455901,1785200325364457956,2
0x98fe2895,2,1785200325364570530,1785200325364572530,2
0x98fe50a7,2,1785200325367384882,1785200325367386827,1
0x98ffefa7,2,1785200325372429387,1785200325372431350,1
0x98ffa7ef,2,1785200325374874482,1785200325374876427,1
0x98fe50a7,2,1785200325377578947,1785200325377580984,2
0x98ff9528,2,1785200325381613717,1785200325381615680,1
0x98ffefa7,2,1785200325382978301,1785200325382980412,2
0x800001f2,2,1785200325383332836,1785200325383334854,2
0x98fd50a7,2,1785200325383677371,1785200325383679371,2
0x98ff28a7,2,1785200325383763111,1785200325383765203,2
0x98ff2895,2,1785200325384897067,1785200325384899048,1
0x800c7f14,2,1785200325385351490,1785200325385353508,2
0x98fe50a7,2,1785200325388096342,1785200325388098305,1
0x98ffefa7,2,1785200325393140792,1785200325393142773,1
0x98fff5d4,2,1785200325393635270,1785200325393637325,2
0x800c7fd3,2,1785200325395730145,1785200325395732108,1
0x98fe50a7,2,1785200325398354925,1785200325398356943,2
0x98ff9528,2,1785200325402411380,1785200325402413492,2
0x98ffefa7,2,1785200325403465522,1785200325403467577,2
0x800001f2,2,1785200325404109147,1785200325404111092,1
0x98fd50a7,2,1785200325404453997,1785200325404455997,2
0x98ff28a7,2,1785200325404537793,1785200325404539774,1
0x98ff2895,2,1785200325405672211,1785200325405674156,1
0x800c7f14,2,1785200325406126616,1785200325406128709,2
0x9801d08f,2,1785200325408140566,1785200325408143177,2
0x98fe50a7,2,1785200325408935339,1785200325408937339,2
0x98ffefa7,2,1785200325413980362,1785200325413982399,2
0x98ffa7ef,2,1785200325416525012,1785200325416526920,1
0x98ff28ef,2,1785200325417489210,1785200325417491210,2
0x98ff1eef,2,1785200325418843683,1785200325418845887,2
0x9cffd4f5,2,1785200325418928238,1785200325418930275,2
0x98fe50a7,2,1785200325419322735,1785200325419324754,2
0x98ffd0ef,2,1785200325419746844,1785200325419748862,2
0x98ff95ef,2,1785200325420811892,1785200325420813911,2
0x80087f9c,2,1785200325421955552,1785200325421957515,1
0x98ff38ef,2,1785200325422940064,1785200325422942138,2
0x98ff9528,2,1785200325423695244,1785200325423697244,2
0x98fe38ef,2,1785200325424069057,1785200325424070983,1
0x98ffefa7,2,1785200325424773608,1785200325424775663,2
0x800001f2,2,1785200325425117958,1785200325425119883,1
0x800c7ea8,2,1785200325425542529,1785200325425544455,1
0x98ff28a7,2,1785200325426097099,1785200325426099155,2
0x9cfe50ef,2,1785200325426181377,1785200325426183358,1
0x98ff2895,2,1785200325427265907,1785200325427267907,2
0x800c7f14,2,1785200325427410332,1785200325427412276,1
0x98fff4ef,2,1785200325427704941,1785200325427706867,1
0x98fe50a7,2,1785200325430289147,1785200325430291165,2
0x98ffefa7,2,1785200325435334874,1785200325435336837,1
0x8000030c,2,1785200325437079455,1785200325437081548,2
0x98ffa7ef,2,1785200325437844617,1785200325437847839,3
0x98fe50a7,2,1785200325440548211,1785200325440550174,1
0x98ff9528,2,1785200325444612962,1785200325444614925,1
0x98ffefa7,2,1785200325445677233,1785200325445679196,1
0x800001f2,2,1785200325446301563,1785200325446303674,2
0x98fd50a7,2,1785200325446645783,1785200325446647783,2
0x800c7f94,2,1785200325446790430,1785200325446792412,1
0x98ff2895,2,1785200325447884108,1785200325447886164,2
0x98fe2895,2,1785200325448248106,1785200325448250087,1
0x98fe50a7,2,1785200325451063162,1785200325451065310,2
0x98ff28f4,2,1785200325454075513,1785200325454077661,2
0x98fe28f4,2,1785200325454427344,1785200325454429381,2
0x98ffefa7,2,1785200325456234907,1785200325456236981,2
0x98ffa7ef,2,1785200325458683947,1785200325458685873,1
0x98fe50a7,2,1785200325461388540,1785200325461390466,1
0x9cff50f4,2,1785200325464396929,1785200325464398873,1
0x98ffeff4,2,1785200325464749204,1785200325464751204,2
0x98ff9528,2,1785200325465693050,1785200325465694976,1
0x98ffefa7,2,1785200325466637859,1785200325466639933,2
0x800001f2,2,1785200325467261577,1785200325467263521,1
0x98fd50a7,2,1785200325467613704,1785200325467615667,1
0x800c7f94,2,1785200325467757518,1785200325467759481,1
0x98ff2895,2,1785200325468797326,1785200325468799252,1
0x98fe2895,2,1785200325469149046,1785200325469150972,1
0x98fe50a7,2,1785200325472029435,1785200325472031380,1
0x98ff38f4,2,1785200325475019842,1785200325475021768,1
0x98ffefa7,2,1785200325477133680,1785200325477135588,1
0x98ffa7ef,2,1785200325479577906,1785200325479579813,1
0x98fe50a7,2,1785200325482282536,1785200325482284573,2
0x98ff9528,2,1785200325486466862,1785200325486468824,1
0x90ffd438,2,1785200325486811656,1785200325486813656,2
0x98ffefa7,2,1785200325487475874,1785200325487477818,1
0x800001f2,2,1785200325488099814,1785200325488101740,1
0x98fd50a7,2,1785200325488444553,1785200325488446553,2
0x800c7f94,2,1785200325488588866,1785200325488590829,1
0x800c7f94,2,1785200325489742822,1785200325489744729,1
0x98fe2895,2,1785200325490047431,1785200325490049468,2
0x98fe50a7,2,1785200325492861635,1785200325492863561,1
0x90ff38d4,2,1785200325497296755,1785200325497298737,1
0x98ffefa7,2,1785200325497991751,1785200325497993751,2
0x98fff5d4,2,1785200325499396371,1785200325499398297,1
0x98ffa7ef,2,1785200325500480402,1785200325500482327,1
0x800c7f28,2,1785200325503264625,1785200325503266587,1
0x98ff9528,2,1785200325507299525,1785200325507301451,1
0x98ffefa7,2,1785200325508313666,1785200325508315629,1
0x800001f2,2,1785200325508938440,1785200325508940477,2
0x98fd50a7,2,1785200325509282753,1785200325509284697,1
0x800c7f94,2,1785200325509426826,1785200325509428807,1
0x98ff2895,2,1785200325510501504,1785200325510503467,1
0x98fe2895,2,1785200325510886242,1785200325510888242,2
0x9801d08f,2,1785200325512970118,1785200325512972025,1
0x98fe50a7,2,1785200325513764520,1785200325513766446,1
0x98ffefa7,2,1785200325518829581,1785200325518831525,1
0x98ffa7ef,2,1785200325521253621,1785200325521255565,1
0x98fe50a7,2,1785200325523958066,1785200325523959974,1
0x9cffd4f5,2,1785200325524312231,1785200325524314157,1
0x98ff9528,2,1785200325528206872,1785200325528209076,2
0x98ffefa7,2,1785200325529151052,1785200325529152996,1
0x800001f2,2,1785200325529775288,1785200325529777307,2
0x800c7ea8,2,1785200325530119360,1785200325530121379,2
