CAN_ID,Priority,Ingress_NS,Egress_NS,Latency_US
0x98ff2895,2,1785200321094573591,1785200321094575591,2
0x98fe2895,2,1785200321094938126,1785200321094940015,1
0x800c7f28,2,1785200321097802626,1785200321097804533,1
0x98ffefa7,2,1785200321102877186,1785200321102879464,2
0x98ffa7ef,2,1785200321105347263,1785200321105349189,1
0x98fe50a7,2,1785200321108012209,1785200321108014153,1
0x98ff9528,2,1785200321112177608,1785200321112179553,1
0x90ffd438,2,1785200321112542384,1785200321112544402,2
0x800c7ff7,2,1785200321113407045,1785200321113409008,1
0x800001f2,2,1785200321113772172,1785200321113774172,2
0x98fd50a7,2,1785200321114136540,1785200321114138596,2
0x98ff28a7,2,1785200321114154651,1785200321114156559,1
0x98ff2895,2,1785200321115310847,1785200321115312773,1
0x800c7f14,2,1785200321115774715,1785200321115776678,1
0x800c7f28,2,1785200321118539123,1785200321118541327,2
0x90fff4d4,2,1785200321123103687,1785200321123105668,1
0x800c7ff7,2,1785200321123667535,1785200321123669535,2
0x90ff38d4,2,1785200321125231080,1785200321125233136,2
0x98ffa7ef,2,1785200321126196037,1785200321126198074,2
0x98fff5d4,2,1785200321127360178,1785200321127362104,1
0x98fe50a7,2,1785200321128924279,1785200321128926334,2
0x98ff9528,2,1785200321132988623,1785200321132990660,2
0x98ffefa7,2,1785200321134253300,1785200321134255412,2
0x800001f2,2,1785200321134617520,1785200321134619594,2
0x98fd50a7,2,1785200321134981592,1785200321134983555,1
0x98ff28a7,2,1785200321134999462,1785200321135001388,1
0x98ff2895,2,1785200321136155973,1785200321136157881,1
0x98fe2895,2,1785200321136520416,1785200321136522416,2
0x9801d08f,2,1785200321138584736,1785200321138586699,1
0x800c7f28,2,1785200321139448526,1785200321139450471,1
0x800c7ff7,2,1785200321144513661,1785200321144515679,2
0x98ffa7ef,2,1785200321146878572,1785200321146880553,1
0x800e7fea,2,1785200321148542302,1785200321148544413,2
0x98fe50a7,2,1785200321149705942,1785200321149707905,1
0x98ff9528,2,1785200321153671195,1785200321153673343,2
0x98ffefa7,2,1785200321155036075,1785200321155038242,2
0x800001f2,2,1785200321155399832,1785200321155401832,2
0x98fd50a7,2,1785200321155763755,1785200321155765755,2
0x98ff28a7,2,1785200321155778848,1785200321155780737,1
0x98ff2895,2,1785200321156937952,1785200321156939859,1
0x98fe2895,2,1785200321157301560,1785200321157303449,1
0x800c7f28,2,1785200321160166450,1785200321160168431,1
0x800c7ff7,2,1785200321165231213,1785200321165233195,1
0x98ff28d0,2,1785200321166696278,1785200321166698260,1
0x8000030c,2,1785200321167060868,1785200321167062813,1
0x98ffa7ef,2,1785200321167725623,1785200321167727605,1
0x98fe50a7,2,1785200321170490476,1785200321170492476,2
0x98ff9528,2,1785200321174455266,1785200321174457451,2
0x98ffefa7,2,1785200321175819794,1785200321175821831,2
0x800001f2,2,1785200321176184329,1785200321176186292,1
0x98fd50a7,2,1785200321176548956,1785200321176551067,2
0x98ff28a7,2,1785200321176566585,1785200321176568511,1
0x98ff2895,2,1785200321177723263,1785200321177725189,1
0x800c7f14,2,1785200321178187871,1785200321178189816,1
0x98fe50a7,2,1785200321180951983,1785200321180953909,1
0x98ffe5f4,2,1785200321184216518,1785200321184218629,2
0x98ff28f4,2,1785200321184234833,1785200321184236740,1
0x98ffefa7,2,1785200321186091543,1785200321186093691,2
0x98ffa7ef,2,1785200321188466398,1785200321188468676,2
0x98fe50a7,2,1785200321191236529,1785200321191239010,2
0x98ffeff4,2,1785200321194242324,1785200321194244324,2
0x98ff9528,2,1785200321195336725,1785200321195338706,1
0x98ffefa7,2,1785200321196390662,1785200321196392607,1
0x800001f2,2,1785200321197034677,1785200321197036677,2
0x98fd50a7,2,1785200321197378175,1785200321197380230,2
0x98ff28a7,2,1785200321197462063,1785200321197464063,2
0x98ff2895,2,1785200321198866480,1785200321198868480,2
0x98fe2895,2,1785200321198980405,1785200321198982424,2
0x98fe50a7,2,1785200321201793961,1785200321201795869,1
0x98ffefa7,2,1785200321206838151,1785200321206840151,2
0x98ffa7ef,2,1785200321209282580,1785200321209284654,2
0x98fe50a7,2,1785200321211986600,1785200321211988544,1
0x98ff9528,2,1785200321216021537,1785200321216023555,2
0x98ffefa7,2,1785200321217385343,1785200321217387324,1
0x800001f2,2,1785200321217739804,1785200321217741804,2
0x98fd50a7,2,1785200321218084931,1785200321218087024,2
0x98ff28a7,2,1785200321218169282,1785200321218171227,1
0x98ff2895,2,1785200321219303405,1785200321219305312,1
0x800c7f14,2,1785200321219758661,1785200321219760754,2
0x98fe50a7,2,1785200321222502847,1785200321222504810,1
0x98ffefa7,2,1785200321227548111,1785200321227550093,1
0x98fff5d4,2,1785200321228042719,1785200321228044849,2
0x800c7fd3,2,1785200321230137391,1785200321230139391,2
0x98fe50a7,2,1785200321232761485,1785200321232763448,1
0x98ff9528,2,1785200321236816330,1785200321236818293,1
0x98ffefa7,2,1785200321237871027,1785200321237873082,2
0x800001f2,2,1785200321238515578,1785200321238517597,2
0x98fd50a7,2,1785200321238859354,1785200321238861372,2
0x98ff28a7,2,1785200321238942613,1785200321238944594,1
0x98ff2895,2,1785200321240076013,1785200321240077976,1
0x800c7f14,2,1785200321240531121,1785200321240533195,2
0x9801d08f,2,1785200321242545627,1785200321242548312,2
0x98fe50a7,2,1785200321243339825,1785200321243341807,1
0x98ffefa7,2,1785200321248427774,1785200321248430163,2
0x98ffa7ef,2,1785200321250978684,1785200321250980776,2
0x98ff28ef,2,1785200321251944085,1785200321251946048,1
0x98ff1eef,2,1785200321253298761,1785200321253300928,2
0x9cffd4f5,2,1785200321253383779,1785200321253385854,2
0x98fe50a7,2,1785200321253778425,1785200321253780573,2
0x98ffd0ef,2,1785200321254203682,1785200321254205904,2
0x98ff95ef,2,1785200321255267545,1785200321255269508,1
0x80087f9c,2,1785200321256411482,1785200321256413408,1
0x98ff38ef,2,1785200321257395643,1785200321257397587,1
0x98ff9528,2,1785200321258152286,1785200321258154434,2
0x98fe38ef,2,1785200321258527080,1785200321258529024,1
0x98ffefa7,2,1785200321259231594,1785200321259233538,1
0x800001f2,2,1785200321259576851,1785200321259578832,1
0x800c7ea8,2,1785200321260001237,1785200321260003219,1
0x98ff28a7,2,1785200321260555289,1785200321260557271,1
0x9cfe50ef,2,1785200321260639992,1785200321260641974,1
0x98ff2895,2,1785200321261724152,1785200321261726078,1
0x800c7f14,2,1785200321261868762,1785200321261870744,1
0x98fff4ef,2,1785200321262164557,1785200321262166686,2
0x98fe50a7,2,1785200321264748448,1785200321264750373,1
0x98ffefa7,2,1785200321269793600,1785200321269795582,1
0x8000030c,2,1785200321271538830,1785200321271541034,2
0x98ffa7ef,2,1785200321272302492,1785200321272304584,2
0x98fe50a7,2,1785200321275007900,1785200321275009826,1
0x98ff9528,2,1785200321279072819,1785200321279074930,2
0x98ffefa7,2,1785200321280136682,1785200321280138627,1
0x800001f2,2,1785200321280760827,1785200321280762771,1
0x98fd50a7,2,1785200321281104917,1785200321281106954,2
0x800c7f94,2,1785200321281248712,1785200321281250638,1
0x98ff2895,2,1785200321282342761,1785200321282344798,2
0x98fe2895,2,1785200321282707240,1785200321282709259,2
0x98fe50a7,2,1785200321285521055,1785200321285522981,1
0x98ff28f4,2,1785200321288533499,1785200321288535444,1
0x98fe28f4,2,1785200321288886145,1785200321288888201,2
0x98ffefa7,2,1785200321290694893,1785200321290697133,2
0x98ffa7ef,2,1785200321293143044,1785200321293144970,1
0x98fe50a7,2,1785200321295848712,1785200321295850897,2
0x9cff50f4,2,1785200321298857692,1785200321298859748,2
0x98ffeff4,2,1785200321299209598,1785200321299211635,2
0x98ff9528,2,1785200321300152851,1785200321300154832,1
0x98ffefa7,2,1785200321301096789,1785200321301098715,1
0x800001f2,2,1785200321301720822,1785200321301722859,2
0x98fd50a7,2,1785200321302073468,1785200321302075561,2
0x800c7f94,2,1785200321302218226,1785200321302220245,2
0x98ff2895,2,1785200321303258738,1785200321303260683,1
0x98fe2895,2,1785200321303610884,1785200321303612847,1
0x98fe50a7,2,1785200321306491384,1785200321306493347,1
0x98ff38f4,2,1785200321309481365,1785200321309483291,1
0x98ffefa7,2,1785200321311596111,1785200321311598037,1
0x98ffa7ef,2,1785200321314040651,1785200321314042688,2
0x98fe50a7,2,1785200321316745448,1785200321316747467,2
0x98ff9528,2,1785200321320931699,1785200321320933681,1
0x90ffd438,2,1785200321321276401,1785200321321278401,2
0x98ffefa7,2,1785200321321940360,1785200321321942286,1
0x800001f2,2,1785200321322564578,1785200321322566522,1
0x98fd50a7,2,1785200321322908853,1785200321322910890,2
0x800c7f94,2,1785200321323052704,1785200321323054723,2
0x800c7f94,2,1785200321324206438,1785200321324208419,1
0x98fe2895,2,1785200321324510343,1785200321324512325,1
0x98fe50a7,2,1785200321327326788,1785200321327328751,1
0x90ff38d4,2,1785200321331760112,1785200321331762056,1
0x98ffefa7,2,1785200321332453700,1785200321332455663,1
0x98fff5d4,2,1785200321333857395,1785200321333859357,1
0x98ffa7ef,2,1785200321334942499,1785200321334944462,1
0x800c7f28,2,1785200321337728425,1785200321337730407,1
0x98ff9528,2,1785200321341763918,1785200321341765881,1
0x98ffefa7,2,1785200321342778189,1785200321342780134,1
0x800001f2,2,1785200321343402148,1785200321343404093,1
0x98fd50a7,2,1785200321343746054,1785200321343748035,1
0x800c7f94,2,1785200321343889904,1785200321343891997,2
0x98ff2895,2,1785200321344963935,1785200321344965879,1
0x98fe2895,2,1785200321345347951,1785200321345349932,1
0x9801d08f,2,1785200321347433048,1785200321347434974,1
0x98fe50a7,2,1785200321348228080,1785200321348230062,1
0x98ffefa7,2,1785200321353292974,1785200321353294918,1
0x98ffa7ef,2,1785200321355718144,1785200321355720107,1
0x98fe50a7,2,1785200321358423460,1785200321358425423,1
0x9cffd4f5,2,1785200321358777513,1785200321358779494,1
0x98ff9528,2,1785200321362672692,1785200321362674877,2
0x98ffefa7,2,1785200321363617167,1785200321363619149,1
0x800001f2,2,1785200321364241793,1785200321364243811,2
0x800c7ea8,2,1785200321364586365,1785200321364588309,1
0x98ff28a7,2,1785200321364670809,1785200321364672772,1
0x98ff2895,2,1785200321365824894,1785200321365826820,1
0x98fe2895,2,1785200321366189743,1785200321366191817,2
0x98fe50a7,2,1785200321369003151,1785200321369005188,2
0x98ffefa7,2,1785200321374069323,1785200321374071434,2
0x8000030c,2,1785200321376003107,1785200321376005255,2
0x98ff28d0,2,1785200321376076717,1785200321376078754,2
0x98ffa7ef,2,1785200321376619954,1785200321376621917,1
0x800c7f28,2,1785200321379404733,1785200321379406696,1
0x98ff9528,2,1785200321383469244,1785200321383471262,2
0x98ffefa7,2,1785200321384453219,1785200321384455182,1
0x800001f2,2,1785200321385077197,1785200321385079252,2
0x98fd50a7,2,1785200321385421083,1785200321385423139,2
0x800c7f94,2,1785200321385564731,1785200321385566656,1
0x98ff2895,2,1785200321386669520,1785200321386671501,1
0x98fe2895,2,1785200321387024295,1785200321387026277,1
0x98fe50a7,2,1785200321389838537,1785200321389840444,1
0x98ffe5f4,2,1785200321392833295,1785200321392835295,2
0x98ff28f4,2,1785200321393207219,1785200321393209256,2
0x90ffd4f4,2,1785200321393570439,1785200321393572439,2
0x98ffefa7,2,1785200321395094614,1785200321395096633,2
0x98ffa7ef,2,1785200321397518321,1785200321397520284,1
0x98fe50a7,2,1785200321400222637,1785200321400224581,1
0x98ffeff4,2,1785200321403307988,1785200321403309969,1
0x98ff9528,2,1785200321404372370,1785200321404374351,1
0x98ffefa7,2,1785200321405736639,1785200321405738657,2
0x800001f2,2,1785200321405754305,1785200321405756250,1
0x98fd50a7,2,1785200321406112266,1785200321406114358,2
0x98ff28a7,2,1785200321406377375,1785200321406379357,1
0x98ff2895,2,1785200321407641904,1785200321407643960,2
0x98fe2895,2,1785200321407906384,1785200321407908384,2
0x98fe50a7,2,1785200321410771532,1785200321410773588,2
0x98ffefa7,2,1785200321415836389,1785200321415838352,1
0x98ffa7ef,2,1785200321418201411,1785200321418203577,2
0x98fe50a7,2,1785200321420965041,1785200321420966986,1
0x98ff9528,2,1785200321425229921,1785200321425231884,1
0x98ffefa7,2,1785200321426094212,1785200321426096249,2
0x800001f2,2,1785200321426458617,1785200321426460580,1
0x800c7ea8,2,1785200321426821763,1785200321426823745,1
0x98ff28a7,2,1785200321427085687,1785200321427087669,1
0x98ff2895,2,1785200321428348939,1785200321428350883,1
0x98fe2895,2,1785200321428613159,1785200321428615066,1
0x98fe50a7,2,1785200321431478474,1785200321431480418,1
0x98ffefa7,2,1785200321436843180,1785200321436845329,2
0x90fff4d4,2,1785200321436861495,1785200321436863440,1
0x98fff5d4,2,1785200321439118425,1785200321439120388,1
0x98ffa7ef,2,1785200321439282924,1785200321439284906,1
0x98fe50a7,2,1785200321441746723,1785200321441748686,1
0x98ff9528,2,1785200321446012011,1785200321446014177,2
0x98ffefa7,2,1785200321446876079,1785200321446878024,1
0x800001f2,2,1785200321447440724,1785200321447442742,2
0x800c7ea8,2,1785200321447804592,1785200321447806573,1
0x98ff28a7,2,1785200321447818462,1785200321447820333,1
0x98ff2895,2,1785200321448978695,1785200321448980584,1
0x98fe2895,2,1785200321449343064,1785200321449345026,1
0x9801d08f,2,1785200321451407402,1785200321451409384,1
0x98fe50a7,2,1785200321452271156,1785200321452273082,1
0x98ffefa7,2,1785200321457336179,1785200321457338142,1
0x98ffa7ef,2,1785200321459801108,1785200321459803052,1
0x98ff28ef,2,1785200321460765287,1785200321460767213,1
0x800c7f8f,2,1785200321461929539,1785200321461931465,1
0x98fe50a7,2,1785200321462595164,1785200321462598794,3
0x9cffd4f5,2,1785200321463258567,1785200321463260567,2
0x98ff9528,2,1785200321466823915,1785200321466826100,2
0x800c7ff7,2,1785200321468087814,1785200321468089796,1
0x800001f2,2,1785200321468452164,1785200321468454219,2
0x98fd50a7,2,1785200321468715440,1785200321468717384,1
0x98ff28a7,2,1785200321468879753,1785200321468881753,2
0x98ff2895,2,1785200321469943210,1785200321469945154,1
0x98fe2895,2,1785200321470308522,1785200321470310615,2
0x98fe50a7,2,1785200321473172615,1785200321473174578,1
0x98ffefa7,2,1785200321478237601,1785200321478239694,2
0x8000030c,2,1785200321479902183,1785200321479904294,2
0x98ffa7ef,2,1785200321480666197,1785200321480668122,1
0x98fe50a7,2,1785200321483430901,1785200321483432901,2
0x98ff9528,2,1785200321487695800,1785200321487697800,2
0x98ffefa7,2,1785200321488860163,1785200321488862089,1
0x800001f2,2,1785200321488877811,1785200321488879774,1
0x98fd50a7,2,1785200321489235086,1785200321489237105,2
0x98ff28a7,2,1785200321489498918,1785200321489500918,2
0x98ff2895,2,1785200321490663244,1785200321490665355,2
0x98fe2895,2,1785200321491027186,1785200321491029223,2
0x98fe50a7,2,1785200321493890945,1785200321493892871,1
0x98ffefa7,2,1785200321498956043,1785200321498958043,2
0x98ffa7ef,2,1785200321501320546,1785200321501322472,1
0x98ff28f4,2,1785200321502985480,1785200321502987609,2
0x98fe50a7,2,1785200321504149583,1785200321504151509,1
0x98ff9528,2,1785200321508514204,1785200321508516296,2
0x98ffefa7,2,1785200321509578252,1785200321509580252,2
0x80000000,2,1785200321509596419,1785200321509598400,1
0x98fd50a7,2,1785200321509952713,1785200321509954639,1
0x98ff28a7,2,1785200321510217859,1785200321510219897,2
0x98ff2895,2,1785200321511381759,1785200321511383722,1
0x800c7f14,2,1785200321511845349,1785200321511847294,1
0x98ffeff4,2,1785200321513609227,1785200321513611134,1
0x98fe50a7,2,1785200321514674350,1785200321514676405,2
0x98ffefa7,2,1785200321519738687,1785200321519740817,2
0x98ffa7ef,2,1785200321522103506,1785200321522105561,2
0x98fe50a7,2,1785200321524868025,1785200321524870007,1
0x98ff9528,2,1785200321529432885,1785200321529434848,1
0x90ffd438,2,1785200321529450588,1785200321529452514,1
0x98ffefa7,2,1785200321530308009,1785200321530310046,2
