CAN_ID,Priority,TX_Ingress_NS,RX_Egress_NS,E2E_Latency_US
0xc7ea8,2,1785199200437924289,1785199200438326286,401
0x18ff28a7,2,1785199200438488193,1785199200438828266,340
0x1cfe50ef,2,1785199200438581841,1785199200438832895,251
0x18ff2895,2,1785199200439675482,1785199200440078039,402
0xc7f14,2,1785199200439829037,1785199200440082706,253
0x18fff4ef,2,1785199200440132368,1785199200440451464,319
0x18fe50a7,2,1785199200442726093,1785199200443076528,350
0x18ffefa7,2,1785199200447781619,1785199200448078029,296
0x30c,1,1785199200449535978,1785199200449826726,290
0x18ffa7ef,2,1785199200450311326,1785199200450703001,391
0x18fe50a7,2,1785199200453024346,1785199200453327325,302
0x18ff9528,2,1785199200457098340,1785199200457452347,354
0x18ffefa7,2,1785199200458173056,1785199200458577232,404
0x1f2,1,1785199200458806108,1785199200459199563,393
0x18fd50a7,2,1785199200459159198,1785199200459453766,294
0xc7f94,2,1785199200459313216,1785199200459702876,389
0x18ff2895,2,1785199200460416320,1785199200460702706,286
0x18fe2895,2,1785199200460790059,1785199200461077964,287
0x18fe50a7,2,1785199200463613838,1785199200463953269,339
0x18ff28f4,2,1785199200466635931,1785199200466952832,316
0x18fe28f4,2,1785199200466997929,1785199200467328868,330
0x18ffefa7,2,1785199200468815399,1785199200469199417,384
0x18ffa7ef,2,1785199200471273107,1785199200471578575,305
0x18fe50a7,2,1785199200473987553,1785199200474328343,340
0x1cff50f4,2,1785199200477005054,1785199200477328684,323
0x18ffeff4,2,1785199200477367626,1785199200477703442,335
0x18ff9528,2,1785199200478321361,1785199200478703753,382
0x18ffefa7,2,1785199200479275281,1785199200479579491,304
0x1f2,1,1785199200479908666,1785199200480200248,291
0x18fd50a7,2,1785199200480270775,1785199200480580450,309
0xc7f94,2,1785199200480424274,1785199200480584932,160
0x18ff2895,2,1785199200481473712,1785199200481828816,355
0x18fe2895,2,1785199200481835043,1785199200482200407,365
0x18fe50a7,2,1785199200484725470,1785199200485079305,353
0x18ff38f4,2,1785199200487724934,1785199200488080183,355
0x18ffefa7,2,1785199200489847754,1785199200490200675,352
0x18ffa7ef,2,1785199200492305351,1785199200492704426,399
0x18fe50a7,2,1785199200495020594,1785199200495330212,309
0x18ff9528,2,1785199200499215087,1785199200499579975,364
0x10ffd438,2,1785199200499568937,1785199200499954789,385
0x18ffefa7,2,1785199200500242358,1785199200500579657,337
0x1f2,1,1785199200500876595,1785199200501201192,324
0x18fd50a7,2,1785199200501231334,1785199200501581579,350
0xc7f94,2,1785199200501385555,1785199200501586098,200
0xc7f94,2,1785199200502549345,1785199200502832167,282
0x18fe2895,2,1785199200502862954,1785199200503201703,338
0x18fe50a7,2,1785199200505687696,1785199200506080359,392
0x10ff38d4,2,1785199200510130873,1785199200510454918,324
0x18ffefa7,2,1785199200510833887,1785199200511202063,368
0x18fff5d4,2,1785199200512248897,1785199200512581707,332
0x18ffa7ef,2,1785199200513342317,1785199200513705073,362
0xc7f28,2,1785199200516136300,1785199200516455637,319
0x18ff9528,2,1785199200520180405,1785199200520580400,399
0x18ffefa7,2,1785199200521204306,1785199200521581397,377
0x1f2,1,1785199200521837654,1785199200522202839,365
0x18fd50a7,2,1785199200522193189,1785199200522583430,390
0xc7f94,2,1785199200522346503,1785199200522588004,241
0x18ff2895,2,1785199200523430071,1785199200523831241,401
0x18fe2895,2,1785199200523823420,1785199200524202591,379
0x1801d08f,2,1785199200525917037,1785199200526202917,285
0x18fe50a7,2,1785199200526721273,1785199200527081470,360
0x18ffefa7,2,1785199200531795280,1785199200532084267,288
0x18ffa7ef,2,1785199200534229450,1785199200534581091,351
0x18fe50a7,2,1785199200536943119,1785199200537331804,388
0x1cffd4f5,2,1785199200537306969,1785199200537706747,399
0x18ff9528,2,1785199200541211260,1785199200541582011,370
0x18ffefa7,2,1785199200542165217,1785199200542458656,293
0x1f2,1,1785199200542798825,1785199200543093950,295
0xc7ea8,2,1785199200543152267,1785199200543459226,306
0x18ff28a7,2,1785199200543246192,1785199200543464578,218
0x18ff2895,2,1785199200544409704,1785199200544706907,297
0x18fe2895,2,1785199200544783498,1785199200545082202,298
0x18fe50a7,2,1785199200547607666,1785199200547958173,350
0x18ffefa7,2,1785199200552681802,1785199200553082599,400
0x30c,1,1785199200554626365,1785199200554959426,333
0x18ff28d0,2,1785199200554710605,1785199200554964093,253
0x18ffa7ef,2,1785199200555263361,1785199200555584146,320
0xc7f28,2,1785199200558057011,1785199200558457765,400
0x18ff9528,2,1785199200562130690,1785199200562457973,327
0x18ffefa7,2,1785199200563124054,1785199200563459322,335
0x1f2,1,1785199200563757921,1785199200564083412,325
0x18fd50a7,2,1785199200564111752,1785199200564459911,348
0xc7f94,2,1785199200564266084,1785199200564464355,198
0x18ff2895,2,1785199200565379985,1785199200565708221,328
0x18fe2895,2,1785199200565744112,1785199200566083368,339
0x18fe50a7,2,1785199200568582984,1785199200568958580,375
0x18ffe5f4,2,1785199200571595559,1785199200571959125,363
0x18ff28f4,2,1785199200571981482,1785199200572333401,351
0x10ffd4f4,2,1785199200572356313,1785199200572709066,352
0x18ffefa7,2,1785199200573890471,1785199200574205487,315
0x18ffa7ef,2,1785199200576325197,1785199200576708608,383
0x18fe50a7,2,1785199200579040069,1785199200579334932,294
0x18ffeff4,2,1785199200582134532,1785199200582459032,324
0x18ff9528,2,1785199200583209026,1785199200583584472,375
0x18ffefa7,2,1785199200584583406,1785199200584961004,377
0x1f2,1,1785199200584605388,1785199200584965652,360
0x18fd50a7,2,1785199200584974886,1785199200585334503,359
0x18ff28a7,2,1785199200585249958,1785199200585584817,334
0x18ff2895,2,1785199200586525321,1785199200586834349,309
0x18fe2895,2,1785199200586799004,1785199200587084515,285
0x18fe50a7,2,1785199200589672931,1785199200589960005,287
0x18ffefa7,2,1785199200594747919,1785199200595084987,337
0x18ffa7ef,2,1785199200597121609,1785199200597459978,338
0x18fe50a7,2,1785199200599895944,1785199200600207042,311
0x18ff9528,2,1785199200604170455,1785199200604460453,289
0x18ffefa7,2,1785199200605044543,1785199200605335635,291
0x1f2,1,1785199200605418077,1785199200605710671,292
0xc7ea8,2,1785199200605791538,1785199200606085744,294
0x18ff28a7,2,1785199200606065425,1785199200606460335,394
0x18ff2895,2,1785199200607338992,1785199200607710682,371
0x18fe2895,2,1785199200607612712,1785199200607960570,347
0x18fe50a7,2,1785199200610486751,1785199200610835431,348
0x18ffefa7,2,1785199200615860718,1785199200616209874,349
0x10fff4d4,2,1785199200615883848,1785199200616214578,330
0x18fff5d4,2,1785199200618151760,1785199200618460626,308
0x18ffa7ef,2,1785199200618326000,1785199200618711328,385
0x18fe50a7,2,1785199200620799911,1785199200621086746,286
0x18ff9528,2,1785199200625074292,1785199200625461749,387
0x18ffefa7,2,1785199200625948491,1785199200626336912,388
0x1f2,1,1785199200626523136,1785199200626836411,313
0xc7ea8,2,1785199200626897263,1785199200627210409,313
0x18ff28a7,2,1785199200626919411,1785199200627215131,295
0x18ff2895,2,1785199200628087441,1785199200628461590,374
0x18fe2895,2,1785199200628469402,1785199200628836626,367
0x1801d08f,2,1785199200630561074,1785199200630961544,400
0x18fe50a7,2,1785199200631443013,1785199200631837800,394
0x18ffefa7,2,1785199200636519594,1785199200636836968,317
0x18ffa7ef,2,1785199200638995116,1785199200639337773,342
0x18ff28ef,2,1785199200639969888,1785199200640338103,368
0xc7f8f,2,1785199200641145011,1785199200641462266,317
0x18fe50a7,2,1785199200641819507,1785199200642209374,389
0x1cffd4f5,2,1785199200642494132,1785199200642837298,343
0x18ff9528,2,1785199200646069055,1785199200646462970,393
0xc7ff7,2,1785199200647342918,1785199200647712762,369
0x1f2,1,1785199200647717286,1785199200648088020,370
0x18fd50a7,2,1785199200647991247,1785199200648339538,348
0x18ff28a7,2,1785199200648165209,1785199200648344019,178
0x18ff2895,2,1785199200649238832,1785199200649588089,349
0x18fe2895,2,1785199200649612923,1785199200649963143,350
0x18fe50a7,2,1785199200652486905,1785199200652838170,351
0x18ffefa7,2,1785199200657561116,1785199200657963726,402
0x30c,1,1785199200659235772,1785199200659589257,353
0x18ffa7ef,2,1785199200660010027,1785199200660338699,328
0x18fe50a7,2,1785199200662783880,1785199200663088615,304
0x18ff9528,2,1785199200667058170,1785199200667346137,287
0x18ffefa7,2,1785199200668232403,1785199200668590521,358
0x1f2,1,1785199200668256070,1785199200668595188,339
0x18fd50a7,2,1785199200668623716,1785199200668963816,340
0x18ff28a7,2,1785199200668897584,1785199200669210834,313
0x18ff2895,2,1785199200670072337,1785199200670463681,391
0x18fe2895,2,1785199200670445964,1785199200670838846,392
0x18fe50a7,2,1785199200673319910,1785199200673714410,394
0x18ffefa7,2,1785199200678394398,1785199200678714578,320
0x18ffa7ef,2,1785199200680803605,1785199200681094551,290
0x18ff28f4,2,1785199200682487836,1785199200682839396,351
0x18fe50a7,2,1785199200683663625,1785199200683964800,301
0x18ff9528,2,1785199200688038488,1785199200688339988,301
0x18ffefa7,2,1785199200689111648,1785199200689466780,355
0x0,0,1785199200689133759,1785199200689471428,337
0x18fd50a7,2,1785199200689502720,1785199200689840205,337
0x18ff28a7,2,1785199200689776292,1785199200690090130,313
0x18ff2895,2,1785199200690949915,1785199200691340977,391
0xc7f14,2,1785199200691423523,1785199200691715328,291
0x18ffeff4,2,1785199200693196846,1785199200693590210,393
0x18fe50a7,2,1785199200694270598,1785199200694590669,320
0x18ffefa7,2,1785199200699343938,1785199200699716614,372
0x18ffa7ef,2,1785199200701716905,1785199200702090457,373
0x18fe50a7,2,1785199200704492333,1785199200704840892,348
0x18ff9528,2,1785199200709067361,1785199200709468320,400
0x10ffd438,2,1785199200709089805,1785199200709472986,383
0x18ffefa7,2,1785199200709958245,1785199200710343002,384
0x0,0,1785199200709984004,1785199200710347502,363
0x18fd50a7,2,1785199200710358965,1785199200710716352,357
0x18ff28a7,2,1785199200710632370,1785199200710966185,333
0x18ff2895,2,1785199200711806530,1785199200712091255,284
0x18fe2895,2,1785199200712188491,1785199200712591512,403
0x18fe50a7,2,1785199200715065807,1785199200715477150,411
0x1cff50d4,2,1785199200719440336,1785199200719842357,402
0x18ffefa7,2,1785199200720215164,1785199200720592095,376
0x10ff38d4,2,1785199200721488601,1785199200721842128,353
0x18ffa7ef,2,1785199200722663094,1785199200722966661,303
0x18fff5d4,2,1785199200723637477,1785199200723967601,330
0x18fe50a7,2,1785199200725511262,1785199200725841891,330
0x18ff9528,2,1785199200729786014,1785199200730092413,306
0x18ffefa7,2,1785199200730960452,1785199200731345983,385
0x0,0,1785199200730983100,1785199200731350631,367
0x18fd50a7,2,1785199200731352005,1785199200731717907,365
0x18ff28a7,2,1785199200731625170,1785199200731968332,343
0x18ff2895,2,1785199200732799348,1785199200733092143,292
0xc7f14,2,1785199200733273660,1785199200733592530,318
0x1801d08f,2,1785199200735247518,1785199200735593264,345
0xc7f28,2,1785199200736221346,1785199200736593075,371
0x18ffefa7,2,1785199200741195723,1785199200741593316,397
0x18ffa7ef,2,1785199200743670023,1785199200743968475,298
0x18ffd0ef,2,1785199200744643869,1785199200744968379,324
0x18ff95ef,2,1785199200745717844,1785199200746093097,375
0xc7f28,2,1785199200746593006,1785199200746968797,375
0x10ff38ef,2,1785199200746866782,1785199200747216037,349
0x1cffd4f5,2,1785199200747840387,1785199200748216145,375
0x18ff9528,2,1785199200750915109,1785199200751215671,300
0x18ffefa7,2,1785199200752088862,1785199200752470704,381
0x1f2,1,1785199200752110713,1785199200752475426,364
0x18fd50a7,2,1785199200752478970,1785199200752843591,364
0x18ff28a7,2,1785199200752752191,1785199200753093757,341
0x18ff2895,2,1785199200754226904,1785199200754595307,368
0xc7f14,2,1785199200754249386,1785199200754600178,350
0xc7f28,2,1785199200757217183,1785199200757593963,376
0x18ffefa7,2,1785199200762191616,1785199200762594464,402
0x30c,1,1785199200763865365,1785199200764215643,350
0x18ff28d0,2,1785199200764539583,1785199200764844882,305
0x18ffa7ef,2,1785199200764912470,1785199200765216121,303
0x18fe50a7,2,1785199200767486176,1785199200767844760,358
0x18ff9528,2,1785199200771960538,1785199200772344688,384
0x18ffefa7,2,1785199200772934366,1785199200773216222,281
0x1f2,1,1785199200773308530,1785199200773595165,286
0x18fd50a7,2,1785199200773681880,1785199200773971497,289
0x18ff28a7,2,1785199200773703787,1785199200773976312,272
0x18ff2895,2,1785199200774772799,1785199200775095049,322
0x18fe2895,2,1785199200775147241,1785199200775470066,322
0x18fe50a7,2,1785199200778021298,1785199200778345204,323
0x18ffefa7,2,1785199200783095397,1785199200783470556,375
0x18ffa7ef,2,1785199200785469587,1785199200785845251,375
0x18ffe5f4,2,1785199200787144077,1785199200787470560,326
0x18ff28f4,2,1785199200787518278,1785199200787846078,327
0xc7f28,2,1785199200788491272,1785199200788845444,354
0x18ffefa7,2,1785199200793765815,1785199200794097685,331
0x1f2,1,1785199200793787981,1785199200794102500,314
0x18fd50a7,2,1785199200794156608,1785199200794471054,314
0x18ff28a7,2,1785199200794429940,1785199200794720849,290
0x18ff9528,2,1785199200794803716,1785199200795095792,292
0x18ff2895,2,1785199200795677247,1785199200795971141,293
0x18fe2895,2,1785199200796051579,1785199200796345936,294
0x18ffeff4,2,1785199200797925382,1785199200798217652,292
0x18fe50a7,2,1785199200798998894,1785199200799346518,347
0x18ffefa7,2,1785199200804073141,1785199200804471204,398
0x18ffa7ef,2,1785199200806447312,1785199200806846843,399
0x18fe50a7,2,1785199200809221425,1785199200809596926,375
0x18ffefa7,2,1785199200814596893,1785199200814973666,376
0x1f2,1,1785199200814620485,1785199200814978351,357
0x18fd50a7,2,1785199200814987298,1785199200815347183,359
0x18ff28a7,2,1785199200815261111,1785199200815597219,336
0x18ff9528,2,1785199200815634664,1785199200815972700,338
0x18ff2895,2,1785199200816608122,1785199200816972066,363
0x18fe2895,2,1785199200816882361,1785199200817218825,336
0x18fe50a7,2,1785199200819756788,1785199200820097148,340
0x18ffefa7,2,1785199200825131218,1785199200825474499,343
0x18fff5d4,2,1785199200825153552,1785199200825479314,325
0xc7fd3,2,1785199200827322409,1785199200827722491,400
0x18fe50a7,2,1785199200829996430,1785199200830348093,351
0x18ffefa7,2,1785199200835370064,1785199200835724629,354
0x1f2,1,1785199200835392453,1785199200835729388,336
0x18fd50a7,2,1785199200835760654,1785199200836098332,337
0x18ff28a7,2,1785199200836034079,1785199200836348664,314
0x18ff9528,2,1785199200836407984,1785199200836723440,315
0x18ff2895,2,1785199200837581847,1785199200837974547,392
0x18fe2895,2,1785199200837603699,1785199200837979177,375
0x1801d08f,2,1785199200839673057,1785199200839973410,300
0xc7f28,2,1785199200840646866,1785199200840973944,327
0xc7ff7,2,1785199200845621688,1785199200845973759,352
0xc7fd3,2,1785199200848196024,1785199200848598713,402
0x18ff28ef,2,1785199200849069723,1785199200849473969,404
0x18ff1eef,2,1785199200850144438,1785199200850474447,330
0x18fe50a7,2,1785199200850918285,1785199200851220926,302
0xe7fea,2,1785199200852792274,1785199200853098993,306
0x18ffefa7,2,1785199200856366456,1785199200856724443,357
0x1f2,1,1785199200856740732,1785199200857099368,358
0x18fd50a7,2,1785199200857014045,1785199200857351145,337
0x18ff28a7,2,1785199200857187988,1785199200857355645,167
0x18ff9528,2,1785199200857461987,1785199200857849273,387
0x18ff2895,2,1785199200858336167,1785199200858724566,388
0x18fe2895,2,1785199200858710183,1785199200859099379,389
0x18fe50a7,2,1785199200861583814,1785199200861974758,390
0x18ffefa7,2,1785199200866658098,1785199200866974610,316
0x30c,1,1785199200868331829,1785199200868725104,393
0x18ffa7ef,2,1785199200869105806,1785199200869475027,369
0x18fe50a7,2,1785199200871879956,1785199200872221832,341
0x18ffefa7,2,1785199200877254886,1785199200877600536,345
0x1f2,1,1785199200877628754,1785199200877975479,346
0x18fd50a7,2,1785199200877902382,1785199200878222181,319
0x18ff28a7,2,1785199200878076585,1785199200878475421,398
0x18ff9528,2,1785199200878349843,1785199200878725828,375
0x18ff2895,2,1785199200879323374,1785199200879725621,402
0x18fe2895,2,1785199200879596891,1785199200879975583,378
0x18fe50a7,2,1785199200882470725,1785199200882850406,379
0xc7ff7,2,1785199200887544435,1785199200887851203,306
0x18ffa7ef,2,1785199200889918347,1785199200890222509,304
0x18ff28f4,2,1785199200891892576,1785199200892224743,332
0x10ffd4f4,2,1785199200891915613,1785199200892229446,313
0x18fe50a7,2,1785199200892783626,1785199200893101462,317
0xc7ff7,2,1785199200898158575,1785199200898476628,318
0x1f2,1,1785199200898532721,1785199200898851849,319
0x18fd50a7,2,1785199200898806645,1785199200899101829,295
0x18ff28a7,2,1785199200898980793,1785199200899352773,371
0x18ff2895,2,1785199200899554234,1785199200899851438,297
0x18fe2895,2,1785199200899928861,1785199200900223548,294
0x18ffeff4,2,1785199200902302699,1785199200902601984,299
0x18fe50a7,2,1785199200903376544,1785199200903727183,350
0xc7ff7,2,1785199200908451532,1785199200908852035,400
0x18ffa7ef,2,1785199200910825777,1785199200911223842,398
0x18fe50a7,2,1785199200913599779,1785199200913977387,377
0x10ffd438,2,1785199200918174399,1785199200918477742,303
0xc7ff7,2,1785199200919048487,1785199200919353924,305
0x1f2,1,1785199200919421466,1785199200919727774,306
0x18fd50a7,2,1785199200919695705,1785199200920104569,408
0x18ff28a7,2,1785199200919869426,1785199200920109032,239
0x18ff9528,2,1785199200920142499,1785199200920477901,335
0xc7f94,2,1785199200921316492,1785199200921602731,286
0x18fe2895,2,1785199200921490694,1785199200921852785,362
0x18fe50a7,2,1785199200924264252,1785199200924603424,339
0x18ffefa7,2,1785199200929638275,1785199200929979738,341
0x10fff4d4,2,1785199200929661034,1785199200929984460,323
0x10ff38d4,2,1785199200931929650,1785199200932224841,295
0xc7fd3,2,1785199200932103778,1785199200932478729,374
0x18fff5d4,2,1785199200933777546,1785199200934103593,326
0x18fe50a7,2,1785199200934652485,1785199200934978683,326
0xc7ff7,2,1785199200940123360,1785199200940478830,355
0x1f2,1,1785199200940509043,1785199200940854051,345
0x18fd50a7,2,1785199200940786708,1785199200941103809,317
0x18ff28a7,2,1785199200940962188,1785199200941353864,391
0x18ff9528,2,1785199200941536499,1785199200941855455,318
0x18ff2895,2,1785199200941558555,1785199200941860103,301
0x18fe2895,2,1785199200941928793,1785199200942226139,297
0x1801d08f,2,1785199200944503574,1785199200944854166,350
0xc7f28,2,1785199200945478624,1785199200945854311,375
0x18ffefa7,2,1785199200950453575,1785199200950854589,401
0x18ffa7ef,2,1785199200952927301,1785199200953226173,298
0x18ff38ef,2,1785199200953900758,1785199200954226114,325
0x18fe38ef,2,1785199200954976770,1785199200955355184,378
0x18fe50a7,2,1785199200955751192,1785199200956104589,353
0x1cfe50ef,2,1785199200956125208,1785199200956479977,354
0x18fff4ef,2,1785199200957153628,1785199200957479825,326
0x1cffd4f5,2,1785199200958245769,1785199200958604728,358
0x18ffefa7,2,1785199200961043493,1785199200961354811,311
0x1f2,1,1785199200961727674,1785199200962105142,377
0x18fd50a7,2,1785199200962004950,1785199200962356845,351
0x18ff28a7,2,1785199200962179949,1785199200962361493,181
0x18ff9528,2,1785199200962453688,1785199200962855158,401
0x18ff2895,2,1785199200963428405,1785199200963730284,301
0x18fe2895,2,1785199200963802903,1785199200964105375,302
0x18fe50a7,2,1785199200966577515,1785199200966980199,402
0x18ffefa7,2,1785199200971653300,1785199200971980736,327
0x30c,1,1785199200973326827,1785199200973730545,403
0x18ffa7ef,2,1785199200974403209,1785199200974732782,329
0x18ff28d0,2,1785199200974425524,1785199200974737338,311
0x18fe50a7,2,1785199200976895287,1785199200977227366,332
0x18ffefa7,2,1785199200981977608,1785199200982356773,379
0x1f2,1,1785199200982652697,1785199200982981049,328
0x18fd50a7,2,1785199200982927436,1785199200983228307,300
0x18ff28a7,2,1785199200983300730,1785199200983609750,309
0x18ff9528,2,1785199200983322748,1785199200983614324,291
0x18ff2895,2,1785199200984293668,1785199200984606284,312
0x18fe2895,2,1785199200984666888,1785199200984981264,314
0x18fe50a7,2,1785199200987441001,1785199200987731143,290
0x18ffefa7,2,1785199200992517285,1785199200992856366,339
0x18ffa7ef,2,1785199200994893104,1785199200995228190,335
0x18ffe5f4,2,1785199200996567205,1785199200996860962,293
0x18ff28f4,2,1785199200996941444,1785199200997230424,288
0x18fe28f4,2,1785199200997315886,1785199200997611126,295
0x10ffd4f4,2,1785199200997689810,1785199200997982162,292
0x18fe50a7,2,1785199200997841698,1785199200998228754,387
0x18ffd0f4,2,1785199201000841402,1785199201001228577,387
0x1cff50f4,2,1785199201001222233,1785199201001607297,385
0x18ffeff4,2,1785199201001597083,1785199201001982278,385
0x18ff9528,2,1785199201002472670,1785199201002857460,384
0x18ffefa7,2,1785199201003546737,1785199201003857382,310
0x1f2,1,1785199201003920235,1785199201004229084,308
0x18fd50a7,2,1785199201004193197,1785199201004482658,289
0x18ff28a7,2,1785199201004365899,1785199201004732675,366
0x18ff2895,2,1785199201004840230,1785199201005229322,389
0x18fe2895,2,1785199201005213061,1785199201005607154,394
0x18fe50a7,2,1785199201008688614,1785199201008982827,294
0x18ff38f4,2,1785199201011663744,1785199201011983020,319
0x18ffefa7,2,1785199201013838972,1785199201014229252,390
0xc7fd3,2,1785199201016313475,1785199201016607799,294
0x18fe50a7,2,1785199201018988237,1785199201019358697,370
0x18ff9528,2,1785199201022662252,1785199201022983203,320
0x18ffefa7,2,1785199201024136040,1785199201024485420,349
0x1f2,1,1785199201024809758,1785199201025108788,299
0x18fd50a7,2,1785199201025083663,1785199201025485157,401
0x18ff28a7,2,1785199201025257088,1785199201025489694,232
0x18ff2895,2,1785199201025730456,1785199201026108988,378
0x18fe2895,2,1785199201026105157,1785199201026483635,378
0x18fe50a7,2,1785199201029579007,1785199201029983770,404
0x18ffefa7,2,1785199201034653661,1785199201034983919,330
0x10fff4d4,2,1785199201035228843,1785199201035609843,381
0xc7fd3,2,1785199201037402367,1785199201037733835,331
0x18fff5d4,2,1785199201037576181,1785199201037984038,407
0x18fe50a7,2,1785199201039950444,1785199201040359400,408
0x18ff9528,2,1785199201043624885,1785199201043984683,359
0x18ffefa7,2,1785199201045098950,1785199201045484160,385
0x1f2,1,1785199201045772891,1785199201046109546,336
0x18fd50a7,2,1785199201046046667,1785199201046360101,313
0x18ff28a7,2,1785199201046220166,1785199201046610137,389
0x18ff2895,2,1785199201047293882,1785199201047610596,316
0xc7f14,2,1785199201047767916,1785199201048109817,341
0xc00e8,2,1785199201049841663,1785199201050231143,389
0x18fe50a7,2,1785199201050615547,1785199201050984807,369
0x18ffefa7,2,1785199201055689998,1785199201055985455,295
0x1cffd4f5,2,1785199201058164446,1785199201058485002,320
0x18ffa7ef,2,1785199201058537073,1785199201058862112,325
0x1cfed4f5,2,1785199201058558981,1785199201058866593,307
0xc7f94,2,1785199201059329531,1785199201059736405,406
0x18ff1eef,2,1785199201060403303,1785199201060735605,332
0xc7f28,2,1785199201061077058,1785199201061485677,408
0x18ff9528,2,1785199201064751573,1785199201065110849,359
0x18ffefa7,2,1785199201066226434,1785199201066610529,384
0x1f2,1,1785199201066799838,1785199201067111082,311
0xc7ea8,2,1785199201067173651,1785199201067488081,314
0x18ff28a7,2,1785199201067195521,1785199201067492618,297
0x18ff2895,2,1785199201068364014,1785199201068735762,371
0x18fe2895,2,1785199201068738104,1785199201069111001,372
0x18fe50a7,2,1785199201071634976,1785199201071986380,351
0x18ffefa7,2,1785199201076730353,1785199201077111288,380
0x30c,1,1785199201078434472,1785199201078736319,301
0x18ffa7ef,2,1785199201079317096,1785199201079614427,297
0xc7f28,2,1785199201082056728,1785199201082361917,305
0x18ff9528,2,1785199201085839742,1785199201086233625,393
0x18ffefa7,2,1785199201087437418,1785199201087736842,299
0x0,0,1785199201087621546,1785199201087986786,365
0x18fd50a7,2,1785199201087898026,1785199201088233841,335
0x18ff28a7,2,1785199201088273135,1785199201088611932,338
0x18ff2895,2,1785199201089747756,1785199201090113593,365
0x18fe2895,2,1785199201089769571,1785199201090118130,348
0x18fe50a7,2,1785199201092640590,1785199201092986935,346
0x18ff28f4,2,1785199201095615498,1785199201095987276,371
0x18ffefa7,2,1785199201097790263,1785199201098112287,322
0x18ffa7ef,2,1785199201100265526,1785199201100612593,347
0xc7f28,2,1785199201102941732,1785199201103233991,292
0x18ffeff4,2,1785199201105917214,1785199201106234684,317
0x18ff9528,2,1785199201106691876,1785199201106987996,296
0x18ffefa7,2,1785199201108164997,1785199201108488046,323
0x1f2,1,1785199201108437884,1785199201108738064,300
0xc7ea8,2,1785199201108909770,1785199201109234784,325
0x18ff28a7,2,1785199201109182657,1785199201109488246,305
0x18ff2895,2,1785199201109755080,1785199201110113133,358
0x18fe2895,2,1785199201110130189,1785199201110488039,357
0x18fe50a7,2,1785199201113606631,1785199201113988656,382
0x18ffefa7,2,1785199201118689563,1785199201118988712,299
0x18ffa7ef,2,1785199201121167715,1785199201121488648,320
0x18fe50a7,2,1785199201123843458,1785199201124235749,392
0x18ff9528,2,1785199201127518547,1785199201127863885,345
0x10ffd438,2,1785199201127891786,1785199201128235680,343
0x18ffefa7,2,1785199201129064686,1785199201129363731,299
0x1f2,1,1785199201129638034,1785199201129991433,353
0xc7ea8,2,1785199201129810459,1785199201129996099,185
0x18ff28a7,2,1785199201130084958,1785199201130489375,404
0xc7f94,2,1785199201130658547,1785199201130989225,330
0xc7f14,2,1785199201131030859,1785199201131364909,334
0x18fe50a7,2,1785199201134505950,1785199201134864230,358
0x10ff38d4,2,1785199201139381402,1785199201139740490,359
0x18ffefa7,2,1785199201139655381,1785199201139989508,334
0x18fff5d4,2,1785199201141329112,1785199201141739280,410
0x18ffa7ef,2,1785199201142204403,1785199201142614906,410
0x18fe50a7,2,1785199201144878017,1785199201145236656,358
0x18ff9528,2,1785199201148652716,1785199201148990235,337
0x18ffefa7,2,1785199201150233299,1785199201150616711,383
0x0,0,1785199201150397613,1785199201150621415,223
0x18fd50a7,2,1785199201150691667,1785199201150990913,299
0x18ff28a7,2,1785199201151073850,1785199201151366023,292
0x18ff2895,2,1785199201152601989,1785199201152992036,390
0x18fe2895,2,1785199201152623859,1785199201152996758,372
0x1801d08f,2,1785199201154702439,1785199201155115362,412
0x18fe50a7,2,1785199201155578119,1785199201155990618,412
0x18ffefa7,2,1785199201160653903,1785199201160991044,337
0x18ffa7ef,2,1785199201163129148,1785199201163491591,362
0x1cffd4f5,2,1785199201163503090,1785199201163865886,362
0x18ffd0ef,2,1785199201164276530,1785199201164615957,339
0x18ff95ef,2,1785199201165349782,1785199201165740601,390
0x18fe50a7,2,1785199201165994649,1785199201166366044,371
0x10ff38ef,2,1785199201166470683,1785199201166866172,395
0x18ff9528,2,1785199201169845237,1785199201170237919,392
0x18ffefa7,2,1785199201171419987,1785199201171741099,321
0x1f2,1,1785199201171594134,1785199201171991153,397
0x18fd50a7,2,1785199201171868336,1785199201172238115,369
0x18ff28a7,2,1785199201172241889,1785199201172616614,374
0x18ff2895,2,1785199201173416252,1785199201173741184,324
0xc7f14,2,1785199201173889953,1785199201174238016,348
0x18fe50a7,2,1785199201176664011,1785199201176991709,327
0x18ffefa7,2,1785199201181738462,1785199201182116932,378
0x18ff28d0,2,1785199201182815085,1785199201183117225,302
0x30c,1,1785199201183689876,1785199201183995333,305
0x18ffa7ef,2,1785199201184364501,1785199201184742960,378
0x18fe50a7,2,1785199201187062207,1785199201187367450,305
0x18ff9528,2,1785199201190864703,1785199201191241677,376
0x18ffefa7,2,1785199201192450749,1785199201192744302,293
0x1f2,1,1785199201192627118,1785199201192992893,365
0x18fd50a7,2,1785199201192902006,1785199201193239170,337
0x18ff28a7,2,1785199201193275559,1785199201193617335,341
0x18ff2895,2,1785199201194451237,1785199201194742498,291
0x18fe2895,2,1785199201194825327,1785199201195117793,292
0x18fe50a7,2,1785199201197698773,1785199201197992153,293
